session_id,msisdn,imei,cgi,shortcode,session_start_ts,total_steps,dwell_times,dwell_variance,mean_dwell,menu_path,path_directness,session_duration_s,session_end_reason,pin_attempts,label
USS-59192584,254167571454,354873057889841,639-02-6288-81029,*334#,2025-02-16T22:02:00Z,7,"[16, 23, 51, 18, 16, 24, 13]",144.0,23.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,175,timeout,1,legit
USS-5D4E5E0B,254198419688,357253507968915,639-02-9898-98054,*334#,2025-01-04T00:20:00Z,5,"[10, 10, 6, 9, 6]",3.36,8.2,main>send_money>number>amount>pin>confirm,1.0,51,complete,1,legit
USS-61789E59,254792043959,358581203863375,639-02-4650-15554,*334#,2025-02-21T11:58:00Z,7,"[14, 12, 26, 12, 14, 13, 14]",20.86,15.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,119,timeout,2,legit
USS-7786C444,254039656388,358946263748470,639-02-5371-76427,*334#,2025-01-15T10:45:00Z,5,"[13, 11, 32, 13, 10]",66.96,15.8,main>send_money>number>amount>pin>confirm,1.0,89,complete,1,legit
USS-FE6677BD,254710108490,354813750457980,639-02-9559-25070,*334#,2025-02-14T13:49:00Z,3,"[13, 18, 17]",4.67,16.0,main>my_account>balance,1.0,54,complete,1,legit
USS-187C66AA,254064754902,355888159524175,639-02-1167-10709,*334#,2025-02-22T20:59:00Z,7,"[9, 9, 28, 10, 7, 10, 11]",44.0,12.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,98,complete,1,legit
USS-1F081153,254021772377,358700915328774,639-02-1099-42638,*334#,2025-01-24T12:34:00Z,7,"[8, 8, 21, 8, 4, 6, 8]",26.0,9.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,77,complete,1,legit
USS-5FCD583E,254114846611,357571001495629,639-02-7720-54137,*334#,2025-01-26T06:45:00Z,5,"[20, 26, 49, 19, 27]",118.16,28.2,main>send_money>number>amount>pin>confirm,1.0,151,complete,1,legit
USS-522A052C,254069138291,357562472303946,639-02-2182-61002,*334#,2025-02-07T16:51:00Z,5,"[8, 9, 18, 6, 10]",16.96,10.2,main>send_money>number>amount>pin>confirm,1.0,61,complete,1,legit
USS-F87731C5,254052340220,352555956751601,639-02-2229-76005,*334#,2025-01-09T17:03:00Z,3,"[11, 5, 4]",9.56,6.7,main>my_account>balance,1.0,26,user_cancel,1,legit
USS-671209A3,254797057965,355938228125736,639-02-9996-31569,*334#,2025-01-15T10:02:00Z,5,"[23, 16, 45, 24, 21]",99.76,25.8,main>send_money>number>amount>pin>confirm,1.0,139,complete,1,legit
USS-72695B85,254148022875,354929510770157,639-02-8859-35505,*334#,2025-01-10T05:45:00Z,5,"[21, 19, 31, 19, 20]",20.8,22.0,main>send_money>number>amount>pin>confirm,1.0,120,complete,1,legit
USS-4E55C0AF,254134399771,353350194444230,639-02-7564-47545,*334#,2025-02-07T09:26:00Z,7,"[10, 8, 13, 12, 9, 12, 12]",2.98,10.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,90,complete,1,legit
USS-3CCE6FC6,254133426017,359225422571733,639-02-3617-43179,*334#,2025-02-07T13:02:00Z,7,"[16, 13, 30, 8, 15, 16, 17]",38.53,16.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,129,complete,2,legit
USS-CAA58F78,254192580536,358757068416162,639-02-5915-66317,*334#,2025-02-25T11:37:00Z,7,"[15, 16, 32, 17, 15, 19, 20]",30.69,19.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,148,complete,1,legit
USS-94063120,254728529571,358131844745081,639-02-9023-47031,*334#,2025-02-10T15:05:00Z,5,"[12, 10, 18, 9, 12]",9.76,12.2,main>send_money>number>amount>pin>confirm,1.0,71,complete,1,legit
USS-E712A60B,254059515082,352143447293704,639-02-1593-79300,*334#,2025-02-03T08:05:00Z,3,"[11, 9, 11]",0.89,10.3,main>my_account>balance,1.0,37,complete,1,legit
USS-FE5172F3,254040983213,352850107984498,639-02-1595-13965,*334#,2025-01-24T00:55:00Z,3,"[6, 7, 6]",0.22,6.3,main>my_account>balance,1.0,25,complete,2,legit
USS-C0FFC625,254736497850,352616498509989,639-02-7221-90178,*334#,2025-01-29T06:35:00Z,7,"[25, 27, 49, 21, 19, 19, 16]",106.98,25.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,190,complete,1,legit
USS-8DBA735F,254015824284,353460993475762,639-02-8123-47562,*334#,2025-01-07T18:17:00Z,7,"[9, 15, 30, 14, 8, 9, 13]",49.14,14.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,112,complete,1,legit
USS-60F66405,254044669522,354999656771980,639-02-1181-24234,*334#,2025-02-12T11:29:00Z,7,"[24, 15, 41, 19, 24, 13, 22]",72.24,22.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,172,complete,1,legit
USS-7CCF1CF9,254044657397,356665761364004,639-02-2435-39089,*334#,2025-02-04T20:53:00Z,7,"[24, 38, 62, 41, 32, 40, 18]",171.96,36.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,269,complete,1,legit
USS-5A9C85F3,254095987358,353977795455440,639-02-8500-76495,*334#,2025-01-01T17:05:00Z,3,"[6, 8, 8]",0.89,7.3,main>my_account>balance,1.0,28,complete,1,legit
USS-8F6F04F8,254798756214,352551688289367,639-02-6990-28145,*334#,2025-02-09T02:30:00Z,7,"[12, 13, 13, 16, 10, 14, 9]",4.82,12.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,101,complete,1,legit
USS-28F44E60,254114531205,357862194588914,639-02-4701-25529,*334#,2025-02-16T06:34:00Z,5,"[14, 18, 32, 10, 16]",56.0,18.0,main>send_money>number>amount>pin>confirm,1.0,100,complete,1,legit
USS-47F0EEE9,254129015435,352944246546073,639-02-3222-31930,*334#,2025-03-01T23:18:00Z,7,"[12, 11, 11, 14, 9, 12, 15]",3.43,12.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,98,complete,2,legit
USS-145C50BB,254046227460,354759779133067,639-02-4659-97232,*334#,2025-01-09T15:19:00Z,5,"[30, 32, 68, 28, 17]",299.2,35.0,main>send_money>number>amount>pin>confirm,1.0,185,complete,1,legit
USS-3C54C104,254742766266,356338879076931,639-02-3799-86056,*334#,2025-02-23T13:34:00Z,5,"[11, 13, 33, 20, 9]",76.16,17.2,main>send_money>number>amount>pin>confirm,1.0,96,user_cancel,1,legit
USS-7F884DAB,254073398357,357201829119719,639-02-2965-15795,*334#,2025-01-14T04:23:00Z,3,"[21, 13, 19]",11.56,17.7,main>my_account>balance,1.0,59,complete,1,legit
USS-5F1137FA,254144146617,354812579240832,639-02-3398-56635,*334#,2025-01-17T07:47:00Z,7,"[14, 13, 27, 17, 20, 14, 13]",22.69,16.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,132,complete,1,legit
USS-7FA04EDB,254121272488,355696956899718,639-02-3333-74205,*334#,2025-01-20T22:15:00Z,7,"[16, 20, 32, 17, 10, 23, 17]",40.49,19.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,149,complete,2,legit
USS-B7A21B64,254090994089,359146786620574,639-02-3434-39716,*334#,2025-02-03T20:40:00Z,7,"[10, 17, 20, 9, 9, 15, 12]",15.84,13.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,106,complete,1,legit
USS-D81BCAEF,254714469660,359401687242933,639-02-8676-67534,*334#,2025-02-28T14:01:00Z,5,"[8, 10, 26, 10, 10]",44.16,12.8,main>send_money>number>amount>pin>confirm,1.0,74,complete,1,legit
USS-D98E7F36,254117586073,358913003175224,639-02-4444-63815,*334#,2025-01-05T10:27:00Z,7,"[21, 11, 40, 13, 14, 13, 13]",90.41,17.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,139,complete,1,legit
USS-2D31F76F,254167064918,358143601066413,639-02-1147-94354,*334#,2025-02-06T20:21:00Z,7,"[21, 14, 42, 18, 21, 12, 13]",91.27,20.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,155,timeout,1,legit
USS-342F94EA,254797464654,359165333433663,639-02-1459-19094,*334#,2025-02-21T09:47:00Z,5,"[13, 12, 10, 16, 17]",6.64,13.6,main>send_money>number>amount>pin>confirm,1.0,78,user_cancel,1,legit
USS-DF0B975E,254165634090,352692310801532,639-02-8603-47782,*334#,2025-01-11T16:14:00Z,7,"[14, 16, 14, 14, 16, 17, 12]",2.49,14.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,117,complete,1,legit
USS-14D4C4F9,254075481521,354882319798049,639-02-3105-40485,*334#,2025-03-02T22:58:00Z,7,"[14, 14, 27, 15, 17, 15, 15]",18.49,16.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,131,complete,1,legit
USS-4ECB8F7F,254179954427,358463072613100,639-02-7696-85363,*334#,2025-02-26T09:01:00Z,3,"[13, 10, 8]",4.22,10.3,main>my_account>balance,1.0,37,complete,1,legit
USS-BC5ADCC7,254037099325,352594218820338,639-02-9286-16682,*334#,2025-02-18T18:11:00Z,7,"[14, 14, 23, 16, 11, 11, 16]",14.29,15.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,119,complete,1,legit
USS-80C6CC63,254053836114,354106163057002,639-02-3666-66683,*334#,2025-01-19T09:07:00Z,7,"[18, 11, 16, 16, 15, 19, 14]",5.96,15.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,123,complete,1,legit
USS-560EA8DA,254777315354,352415029116805,639-02-3568-29358,*334#,2025-02-08T07:16:00Z,3,"[17, 12, 17]",5.56,15.3,main>my_account>balance,1.0,52,complete,1,legit
USS-716208C6,254084237824,355975248915764,639-02-4772-21515,*334#,2025-02-09T22:56:00Z,5,"[23, 18, 34, 24, 18]",34.24,23.4,main>send_money>number>amount>pin>confirm,1.0,127,complete,1,legit
USS-D5FD3BC4,254724793486,354520406938724,639-02-1356-95789,*334#,2025-02-24T20:13:00Z,5,"[11, 14, 12, 12, 14]",1.44,12.6,main>send_money>number>amount>pin>confirm,1.0,73,complete,1,legit
USS-7691ACD9,254078352893,354438969189773,639-02-9947-42859,*334#,2025-02-15T15:38:00Z,7,"[10, 11, 28, 9, 14, 13, 14]",35.27,14.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,113,complete,1,legit
USS-0C03EFB0,254045250697,355015012126791,639-02-8202-61117,*334#,2025-01-05T23:48:00Z,3,"[16, 18, 15]",1.56,16.3,main>my_account>balance,1.0,55,complete,1,legit
USS-D5402757,254074267757,354958913906608,639-02-5034-15623,*334#,2025-01-27T08:33:00Z,7,"[12, 7, 22, 8, 7, 10, 11]",23.43,11.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,91,complete,1,legit
USS-47E856A8,254163092952,357538454059853,639-02-4725-13904,*334#,2025-03-01T23:48:00Z,5,"[17, 14, 11, 20, 13]",10.0,15.0,main>send_money>number>amount>pin>confirm,1.0,85,complete,1,legit
USS-2FBDE2C8,254028158388,353904548075284,639-02-7209-11890,*334#,2025-02-25T14:06:00Z,7,"[14, 18, 13, 16, 16, 17, 12]",4.12,15.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,120,complete,1,legit
USS-789638C9,254036744991,356488898917198,639-02-7904-62289,*334#,2025-01-26T23:00:00Z,5,"[24, 18, 40, 18, 25]",64.8,25.0,main>send_money>number>amount>pin>confirm,1.0,135,complete,1,legit
USS-C530E1CA,254144144832,354734515071221,639-02-4589-18606,*334#,2025-01-05T13:47:00Z,5,"[13, 20, 38, 13, 15]",89.36,19.8,main>send_money>number>amount>pin>confirm,1.0,109,complete,1,legit
USS-095B0612,254197773618,3528933718829601,639-02-1978-86101,*334#,2025-02-08T13:35:00Z,3,"[8, 9, 8]",0.22,8.3,main>my_account>balance>pin,1.0,31,complete,1,fraud
USS-A91FEACB,254197773618,3528933718829601,639-02-1978-86101,*334#,2025-02-08T13:36:14Z,5,"[12, 12, 10, 10, 8]",2.24,10.4,main>send_money>number>amount>pin>confirm,1.0,62,complete,1,fraud
USS-BA15AC2C,254197773618,3528933718829601,639-02-1978-86101,*334#,2025-02-08T13:38:10Z,5,"[8, 10, 11, 7, 13]",4.56,9.8,main>send_money>number>amount>pin>confirm,1.0,59,complete,1,fraud
USS-6A786FD5,254072065767,356328238810689,639-02-7361-11613,*334#,2025-01-25T20:54:00Z,7,"[15, 17, 40, 15, 14, 18, 12]",78.78,18.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,145,complete,1,legit
USS-4BF6C9D5,254718714565,352494804855997,639-02-2402-49544,*334#,2025-02-22T16:17:00Z,5,"[26, 32, 39, 21, 14]",74.64,26.4,main>send_money>number>amount>pin>confirm,1.0,142,complete,1,legit
USS-3CDE2F55,254138730122,353596634722713,639-02-6390-29957,*334#,2025-02-14T16:53:00Z,5,"[13, 11, 20, 10, 9]",15.44,12.6,main>send_money>number>amount>pin>confirm,1.0,73,complete,1,legit
USS-9BF79CF5,254736771438,353309729701590,639-02-9088-25593,*334#,2025-01-28T04:41:00Z,7,"[13, 15, 21, 13, 12, 12, 12]",9.14,14.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,112,complete,1,legit
USS-60D1D976,254723046802,353182449204470,639-02-1827-83533,*334#,2025-01-03T16:55:00Z,3,"[9, 9, 9]",0.0,9.0,main>my_account>balance,1.0,33,complete,2,legit
USS-3E8FA1B7,254078238321,352500328156584,639-02-7732-55432,*334#,2025-02-12T20:29:00Z,5,"[7, 9, 10, 7, 7]",1.6,8.0,main>send_money>number>amount>pin>confirm,1.0,50,complete,1,legit
USS-4A3AA71D,254725192574,354201259991013,639-02-8514-86950,*334#,2025-01-17T20:29:00Z,3,"[18, 21, 32]",36.22,23.7,main>my_account>balance,1.0,77,complete,1,legit
USS-EB6EE9CE,254159113389,358496481590424,639-02-7642-55287,*334#,2025-01-18T17:34:00Z,7,"[18, 17, 19, 14, 18, 18, 22]",4.86,18.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,140,complete,1,legit
USS-5A7F48C2,254759928582,3528920015818526,639-02-4104-95061,*334#,2025-01-31T00:12:00Z,3,"[15, 12, 18]",6.0,15.0,main>my_account>balance>pin,1.0,51,complete,1,fraud
USS-5C8C836B,254759928582,3528920015818526,639-02-4104-95061,*334#,2025-01-31T00:13:10Z,5,"[10, 17, 19, 13, 12]",10.96,14.2,main>send_money>number>amount>pin>confirm,1.0,81,complete,1,fraud
USS-08DFD44B,254052915220,352807769909223,639-02-7657-72102,*334#,2025-01-07T14:50:00Z,7,"[16, 18, 39, 10, 17, 13, 12]",81.55,17.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,139,complete,1,legit
USS-C478D7FC,254028507588,354024118121861,639-02-8697-22686,*334#,2025-01-05T10:18:00Z,5,"[26, 19, 51, 24, 27]",124.24,29.4,main>send_money>number>amount>pin>confirm,1.0,157,complete,1,legit
USS-846E9369,254179247687,356540531462117,639-02-5531-53765,*334#,2025-02-03T00:40:00Z,7,"[13, 13, 15, 12, 11, 13, 11]",1.67,12.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,102,complete,1,legit
USS-CF7EF74C,254072020052,358704105966874,639-02-9012-66542,*334#,2025-02-07T16:50:00Z,3,"[9, 8, 8]",0.22,8.3,main>my_account>balance,1.0,31,complete,1,legit
USS-DD7D415F,254728244705,355651434775489,639-02-5583-28189,*334#,2025-01-23T06:39:00Z,3,"[18, 20, 22]",2.67,20.0,main>my_account>balance,1.0,66,complete,1,legit
USS-8A5F11DE,254717600726,352321606237814,639-02-1778-89496,*334#,2025-02-16T01:21:00Z,7,"[12, 16, 32, 18, 12, 12, 14]",44.24,16.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,130,complete,1,legit
USS-02778780,254059732686,352035584870595,639-02-9161-21863,*334#,2025-01-13T23:28:00Z,5,"[12, 11, 8, 9, 12]",2.64,10.4,main>send_money>number>amount>pin>confirm,1.0,62,complete,1,legit
USS-0DACC255,254113514644,355110533804160,639-02-6193-90594,*334#,2025-02-10T04:27:00Z,7,"[16, 16, 24, 18, 11, 11, 13]",17.96,15.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,123,complete,1,legit
USS-67BFAD4B,254051246589,356986656507693,639-02-9360-37532,*334#,2025-01-25T18:10:00Z,5,"[14, 16, 13, 9, 10]",6.64,12.4,main>send_money>number>amount>pin>confirm,1.0,72,user_cancel,1,legit
USS-3BAB0D90,254056472134,359647973040100,639-02-1704-12248,*334#,2025-01-25T14:08:00Z,7,"[9, 12, 17, 14, 10, 10, 12]",6.57,12.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,98,complete,1,legit
USS-A0F97CC8,254795110743,358266867137061,639-02-4718-37691,*334#,2025-01-13T08:42:00Z,3,"[20, 19, 19]",0.22,19.3,main>my_account>balance,1.0,64,complete,1,legit
USS-84E95F8A,254061944342,359834566074556,639-02-9209-24604,*334#,2025-02-15T10:10:00Z,3,"[10, 10, 14]",3.56,11.3,main>my_account>balance,1.0,40,complete,1,legit
USS-AE9BC6F5,254123889596,353985479427775,639-02-1629-21147,*334#,2025-01-14T14:51:00Z,7,"[13, 7, 19, 12, 10, 13, 8]",13.63,11.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,96,complete,1,legit
USS-579C52E7,254199945824,355016168497417,639-02-7612-87800,*334#,2025-01-07T17:09:00Z,5,"[14, 14, 15, 11, 13]",1.84,13.4,main>send_money>number>amount>pin>confirm,1.0,77,complete,1,legit
USS-C7D0FDAB,254147859809,354616527736688,639-02-4099-70030,*334#,2025-01-18T00:25:00Z,5,"[7, 7, 14, 6, 8]",8.24,8.4,main>send_money>number>amount>pin>confirm,1.0,52,complete,2,legit
USS-576F31F0,254021952581,353874407189958,639-02-5416-54526,*334#,2025-02-10T05:52:00Z,7,"[20, 21, 44, 18, 19, 23, 16]",77.71,23.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,175,complete,1,legit
USS-97B36DE0,254168858982,358372251017018,639-02-1648-48702,*334#,2025-02-17T20:28:00Z,3,"[10, 8, 9]",0.67,9.0,main>my_account>balance,1.0,33,complete,1,legit
USS-670CF4F2,254134900545,357396940512602,639-02-6996-21763,*334#,2025-02-20T14:38:00Z,7,"[9, 11, 6, 8, 7, 10, 10]",2.78,8.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,75,complete,1,legit
USS-235F8BC8,254726817003,353031097583665,639-02-1268-71237,*334#,2025-02-13T04:11:00Z,7,"[15, 16, 19, 16, 15, 14, 17]",2.29,16.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,126,complete,1,legit
USS-3182262A,254171080750,353420933922488,639-02-3177-51463,*334#,2025-02-19T17:34:00Z,3,"[6, 8, 8]",0.89,7.3,main>my_account>balance,1.0,28,user_cancel,1,legit
USS-855EE981,254057960347,353397406445387,639-02-4163-78571,*334#,2025-02-27T01:39:00Z,3,"[13, 9, 8]",4.67,10.0,main>my_account>balance,1.0,36,complete,1,legit
USS-1DF075B6,254177803335,356267554551628,639-02-2016-12730,*334#,2025-01-17T17:49:00Z,3,"[6, 6, 8]",0.89,6.7,main>my_account>balance,1.0,26,complete,1,legit
USS-039A13C3,254717259256,356514331277660,639-02-7564-99425,*334#,2025-02-05T21:15:00Z,7,"[7, 9, 14, 6, 6, 7, 9]",6.78,8.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,72,complete,1,legit
USS-2921D96C,254138844868,353603333957014,639-02-4113-83149,*334#,2025-01-23T21:48:00Z,5,"[9, 9, 19, 8, 9]",16.96,10.8,main>send_money>number>amount>pin>confirm,1.0,64,complete,1,legit
USS-E956A5A5,254139895285,358998184409326,639-02-6216-80455,*334#,2025-03-03T03:16:00Z,7,"[18, 16, 17, 15, 14, 17, 16]",1.55,16.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,127,complete,1,legit
USS-535E48DA,254050957674,352804801210080,639-02-2888-86315,*334#,2025-01-31T12:34:00Z,5,"[26, 44, 47, 38, 29]",66.96,36.8,main>send_money>number>amount>pin>confirm,1.0,194,complete,1,legit
USS-16BCD2D2,254164242251,359610034595535,639-02-4196-91808,*334#,2025-01-06T01:42:00Z,5,"[14, 16, 29, 12, 12]",40.64,16.6,main>send_money>number>amount>pin>confirm,1.0,93,complete,1,legit
USS-C01A653E,254773851330,356071584855777,639-02-4006-84330,*334#,2025-02-28T06:01:00Z,7,"[14, 11, 34, 12, 13, 16, 13]",55.27,16.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,127,complete,1,legit
USS-20E7938A,254743964994,359210032672367,639-02-8806-11686,*334#,2025-01-09T05:44:00Z,5,"[33, 38, 61, 36, 35]",106.64,40.6,main>send_money>number>amount>pin>confirm,1.0,213,complete,1,legit
USS-580FCC44,254176395978,358367369171041,639-02-2780-93004,*334#,2025-01-15T12:39:00Z,5,"[5, 8, 7, 6, 8]",1.36,6.8,main>send_money>number>amount>pin>confirm,1.0,44,complete,1,legit
USS-19F844CF,254713754682,353701366025101,639-02-7808-65756,*334#,2025-01-24T19:31:00Z,5,"[8, 8, 7, 9, 9]",0.56,8.2,main>send_money>number>amount>pin>confirm,1.0,51,complete,2,legit
USS-143C937A,254057509151,353902386314021,639-02-2217-55945,*334#,2025-01-02T23:46:00Z,7,"[5, 10, 15, 5, 6, 6, 6]",11.67,7.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,67,complete,1,legit
USS-337B8E4F,254143215355,355413827481403,639-02-6337-42286,*334#,2025-02-19T12:28:00Z,3,"[6, 4, 5]",0.67,5.0,main>my_account>balance,1.0,21,complete,1,legit
USS-0F7B64DE,254753490567,353360457588847,639-02-5873-86474,*334#,2025-02-23T00:46:00Z,5,"[11, 10, 37, 18, 21]",94.64,19.4,main>send_money>number>amount>pin>confirm,1.0,107,complete,1,legit
USS-4FB31B02,254152579451,356752840316875,639-02-3143-87639,*334#,2025-02-23T04:26:00Z,3,"[17, 26, 18]",16.22,20.3,main>my_account>balance,1.0,67,complete,1,legit
USS-B1973781,254045684387,355282806344438,639-02-8324-82906,*334#,2025-02-06T20:36:00Z,7,"[19, 27, 21, 21, 22, 27, 26]",9.35,23.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,177,complete,2,legit
USS-B7EBD346,254144356890,356183833552934,639-02-7611-62538,*334#,2025-01-10T14:02:00Z,5,"[15, 15, 14, 13, 16]",1.04,14.6,main>send_money>number>amount>pin>confirm,1.0,83,user_cancel,1,legit
USS-7449C39B,254152651122,357855473424536,639-02-4356-49689,*334#,2025-02-18T17:55:00Z,3,"[7, 6, 7]",0.22,6.7,main>my_account>balance,1.0,26,complete,2,legit
USS-E95C4BBB,254098867498,355752171607472,639-02-3233-17706,*334#,2025-03-01T01:12:00Z,3,"[11, 11, 9]",0.89,10.3,main>my_account>balance,1.0,37,complete,2,legit
USS-41C783EA,254725514454,353093190720893,639-02-7156-40291,*334#,2025-02-13T01:20:00Z,7,"[18, 21, 36, 19, 21, 14, 21]",40.82,21.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,164,complete,1,legit
USS-63E1B588,254758248641,356360197380781,639-02-7186-17576,*334#,2025-03-04T02:29:00Z,7,"[10, 15, 23, 15, 11, 11, 10]",18.82,13.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,109,complete,1,legit
USS-4829E577,254086612490,354369985894486,639-02-2091-16757,*334#,2025-02-27T09:22:00Z,7,"[21, 15, 39, 13, 16, 18, 18]",65.71,20.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,154,complete,1,legit
USS-8D817EAE,254732877914,354752796175165,639-02-5199-12118,*334#,2025-02-22T20:27:00Z,3,"[8, 6, 7]",0.67,7.0,main>my_account>balance,1.0,27,complete,1,legit
USS-057E63F8,254074959195,355738898014094,639-02-9462-13445,*334#,2025-01-24T06:26:00Z,5,"[16, 11, 24, 11, 9]",29.36,14.2,main>send_money>number>amount>pin>confirm,1.0,81,complete,1,legit
USS-F0247366,254153565059,357714159989207,639-02-5259-75730,*334#,2025-01-23T19:30:00Z,7,"[13, 15, 31, 11, 21, 11, 17]",43.43,17.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,133,complete,1,legit
USS-34C600C4,254117459041,356877330862767,639-02-1163-69373,*334#,2025-01-15T22:32:00Z,7,"[13, 9, 27, 9, 10, 13, 16]",34.41,13.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,111,complete,1,legit
USS-C01CED23,254713405868,358034074351957,639-02-2408-36554,*334#,2025-02-01T05:36:00Z,7,"[17, 13, 36, 12, 15, 14, 12]",62.86,17.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,133,complete,1,legit
USS-B7CB0ED4,254090559810,353277291451448,639-02-9974-94310,*334#,2025-01-19T01:58:00Z,3,"[12, 14, 13]",0.67,13.0,main>my_account>balance>pin,1.0,45,complete,1,fraud
USS-BAFCCA17,254090559810,353277291451448,639-02-9974-94310,*334#,2025-01-19T01:59:47Z,5,"[13, 15, 31, 21, 11]",52.16,18.2,main>send_money>number>amount>pin>confirm,1.0,101,complete,1,fraud
USS-24CAC8A5,254139811495,359109766905738,639-02-3450-97894,*334#,2025-01-14T17:25:00Z,3,"[13, 14, 13]",0.22,13.3,main>my_account>balance,1.0,46,complete,1,legit
USS-F6A0B709,254181448921,355133715863281,639-02-3894-63924,*334#,2025-03-01T14:39:00Z,7,"[22, 25, 19, 16, 26, 23, 18]",11.92,21.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,163,complete,1,legit
USS-54C0AAE2,254044620054,356811717083874,639-02-2788-86564,*334#,2025-02-12T16:47:00Z,5,"[18, 23, 34, 26, 20]",31.36,24.2,main>send_money>number>amount>pin>confirm,1.0,131,complete,1,legit
USS-2FE77F10,254753862713,353816652175896,639-02-9272-58565,*334#,2025-01-27T22:54:00Z,5,"[14, 10, 31, 14, 14]",54.24,16.6,main>send_money>number>amount>pin>confirm,1.0,93,complete,1,legit
USS-5D466FB7,254078843506,353129529348028,639-02-4929-71737,*334#,2025-02-08T04:53:00Z,3,"[13, 12, 12]",0.22,12.3,main>my_account>balance,1.0,43,complete,1,legit
USS-DAA27009,254123618986,357663247441225,639-02-4470-34958,*334#,2025-01-11T14:00:00Z,3,"[11, 10, 9]",0.67,10.0,main>my_account>balance,1.0,36,complete,2,legit
USS-4479E33A,254725759056,359595561139165,639-02-8765-88702,*334#,2025-02-01T03:28:00Z,7,"[15, 13, 13, 13, 11, 15, 8]",5.1,12.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,102,complete,1,legit
USS-77169CF8,254026241709,356574356882942,639-02-6260-34929,*334#,2025-01-13T16:54:00Z,7,"[5, 7, 8, 6, 7, 7, 5]",1.1,6.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,59,complete,1,legit
USS-778650E1,254044938537,359896132761754,639-02-5923-62862,*334#,2025-01-05T21:04:00Z,5,"[9, 12, 34, 13, 14]",80.24,16.4,main>send_money>number>amount>pin>confirm,1.0,92,complete,1,legit
USS-4AB35639,254158442060,357946466813876,639-02-3198-12994,*334#,2025-01-07T23:24:00Z,5,"[24, 20, 54, 21, 14]",198.24,26.6,main>send_money>number>amount>pin>confirm,1.0,143,complete,2,legit
USS-9995C341,254094835858,354919447222357,639-02-7649-81387,*334#,2025-02-26T16:28:00Z,3,"[19, 24, 22]",4.22,21.7,main>my_account>balance,1.0,71,complete,1,legit
