msisdn,swap_ts,swap_channel,agent_risk_score,pre_swap_imei,post_swap_imei,imei_match,imei_msisdn_cardinality_90d,imei_swap_correlation,device_type,home_county,displacement_km,non_financial_activity_count,session_count_first_hour,time_to_first_session_min,label,fraud_archetype
254197773618,2025-02-08T01:35:00Z,agent,0.35,352516262925136,3528933718829601,False,5,0.49,Nokia_105,Thika,265.1,1,3,720.0,fraud,slow_fraudster
254072065767,2025-01-25T18:54:00Z,agent,0.12,356328238810689,356328238810689,True,1,0.06,Samsung_A04,Kisii,1.7,10,0,120.0,legit,normal
254718714565,2025-02-21T03:17:00Z,agent,0.1,356580242497872,352494804855997,False,2,0.11,itel_2163,Machakos,2.0,13,0,2220.0,legit,normal
254138730122,2025-02-14T14:53:00Z,call_center,0.39,352329217549775,353596634722713,False,2,0.12,Tecno_Spark_10,Nakuru,0.5,4,0,120.0,legit,rural_shared
254736771438,2025-01-28T04:18:00Z,call_center,0.23,353309729701590,353309729701590,True,1,0.1,Samsung_A04,Nyeri,1.5,9,0,23.0,legit,power_user
254723046802,2025-01-01T14:55:00Z,agent,0.3,357470002965140,353182449204470,False,1,0.0,Tecno_Spark_10,Thika,1.2,13,0,3000.0,legit,normal
254078238321,2025-02-12T13:29:00Z,retail_store,0.4,352500328156584,352500328156584,True,2,0.05,Tecno_T301,Kisii,2.2,5,0,420.0,legit,normal
254725192574,2025-01-17T15:29:00Z,agent,0.22,359879143823649,354201259991013,False,2,0.05,itel_5027,Malindi,1.8,3,1,300.0,legit,rural_shared
254159113389,2025-01-16T20:34:00Z,agent,0.18,358496481590424,358496481590424,True,2,0.04,Nokia_110,Narok,2.1,11,0,2700.0,legit,new_recipient
254759928582,2025-01-30T23:01:00Z,agent,0.54,359859814158184,3528920015818526,False,3,0.21,itel_2160,Nairobi,1.9,3,1,71.0,fraud,local_insider
254052915220,2025-01-04T19:50:00Z,agent,0.04,358376230570731,352807769909223,False,1,0.05,Tecno_T301,Nyeri,1.9,10,0,4020.0,legit,normal
254028507588,2025-01-04T00:18:00Z,call_center,0.04,357315061048867,354024118121861,False,2,0.07,Nokia_110,Nairobi,2.4,9,0,2040.0,legit,rural_shared
254179247687,2025-02-01T17:40:00Z,agent,0.08,356540531462117,356540531462117,True,1,0.02,Samsung_A04,Mombasa,2.2,6,1,1860.0,legit,new_recipient
254072020052,2025-02-07T16:17:00Z,agent,0.34,354412422631481,358704105966874,False,2,0.06,Tecno_T301,Mombasa,1.1,3,3,33.0,legit,emergency_drain
254728244705,2025-01-21T23:39:00Z,agent,0.37,359513315082639,355651434775489,False,5,0.1,itel_2160,Meru,1.4,10,1,1860.0,legit,rural_shared
254717600726,2025-02-14T13:21:00Z,agent,0.24,352875749976722,352321606237814,False,2,0.04,Tecno_T301,Garissa,1.5,9,0,2160.0,legit,new_recipient
254059732686,2025-01-13T21:28:00Z,retail_store,0.39,352035584870595,352035584870595,True,1,0.09,Nokia_105,Eldoret,2.5,11,0,120.0,fraud,normal
254113514644,2025-02-09T17:27:00Z,retail_store,0.09,355110533804160,355110533804160,True,1,0.09,Nokia_105,Nairobi,2.6,13,0,660.0,legit,normal
254051246589,2025-01-22T23:10:00Z,agent,0.21,356986656507693,356986656507693,True,1,0.11,Nokia_105,Narok,2.5,7,0,4020.0,legit,normal
254056472134,2025-01-25T03:08:00Z,agent,0.1,359647973040100,359647973040100,True,1,0.1,Tecno_T301,Eldoret,1.0,3,0,660.0,legit,normal
254795110743,2025-01-12T18:42:00Z,retail_store,0.18,358266867137061,358266867137061,True,2,0.1,Tecno_Spark_10,Garissa,2.5,14,0,840.0,legit,normal
254061944342,2025-02-14T18:10:00Z,agent,0.12,356356273527106,359834566074556,False,2,0.12,itel_2163,Kisii,1.9,15,0,960.0,legit,normal
254123889596,2025-01-14T13:26:00Z,call_center,0.37,354809704799250,353985479427775,False,1,0.09,Infinix_Hot_30,Garissa,0.9,0,3,85.0,legit,emergency_drain
254199945824,2025-01-07T13:09:00Z,retail_store,0.11,359218775462303,355016168497417,False,1,0.06,Redmi_12C,Thika,2.8,10,0,240.0,legit,new_recipient
254147859809,2025-01-17T20:54:00Z,agent,0.49,354616527736688,354616527736688,True,2,0.05,Tecno_Spark_10,Thika,1.0,9,2,211.0,legit,power_user
254021952581,2025-02-07T23:52:00Z,call_center,0.17,353874407189958,353874407189958,True,2,0.07,Samsung_A14,Thika,2.1,8,0,3240.0,legit,normal
254168858982,2025-02-17T18:32:00Z,agent,0.35,352472181065071,358372251017018,False,2,0.09,Samsung_A04,Kisumu,1.8,11,0,116.0,legit,power_user
254134900545,2025-02-17T15:38:00Z,agent,0.07,352495228170029,357396940512602,False,1,0.06,itel_5027,Mombasa,1.9,11,0,4260.0,legit,normal
254726817003,2025-02-13T03:11:00Z,call_center,0.36,354734443542412,353031097583665,False,2,0.04,Redmi_12C,Thika,2.3,12,1,60.0,legit,new_recipient
254171080750,2025-02-19T13:34:00Z,agent,0.3,352071745977223,353420933922488,False,2,0.02,Samsung_A04,Narok,0.4,12,0,240.0,legit,normal
254057960347,2025-02-24T17:39:00Z,agent,0.06,352965400361874,353397406445387,False,1,0.07,Samsung_A14,Turkana,0.6,8,0,3360.0,legit,normal
254177803335,2025-01-17T16:49:00Z,agent,0.44,352957114287456,356267554551628,False,1,0.05,Samsung_A04,Meru,2.2,12,0,60.0,legit,new_recipient
254717259256,2025-02-05T18:01:00Z,call_center,0.08,356514331277660,356514331277660,True,1,0.07,Samsung_A14,Mombasa,2.3,1,0,194.0,legit,power_user
254138844868,2025-01-23T04:48:00Z,agent,0.42,359695642639209,353603333957014,False,1,0.09,Redmi_12C,Machakos,1.9,10,0,1020.0,legit,normal
254139895285,2025-03-03T02:17:00Z,agent,0.06,357037250832272,358998184409326,False,2,0.07,Samsung_A14,Eldoret,2.2,0,1,59.0,legit,emergency_drain
254050957674,2025-01-30T03:34:00Z,agent,0.4,353329596279544,352804801210080,False,4,0.08,Nokia_105,Malindi,2.8,2,1,1980.0,legit,rural_shared
254164242251,2025-01-03T16:42:00Z,agent,0.44,355681504840946,359610034595535,False,1,0.08,itel_2163,Narok,0.9,7,0,3420.0,legit,normal
254773851330,2025-02-26T17:01:00Z,agent,0.4,352429342106841,356071584855777,False,1,0.07,Samsung_A04,Nairobi,0.9,10,0,2220.0,legit,normal
254743964994,2025-01-08T01:44:00Z,agent,0.22,355613708305200,359210032672367,False,5,0.06,itel_2160,Thika,2.1,5,1,1680.0,legit,rural_shared
254176395978,2025-01-15T12:20:00Z,agent,0.25,358562841045702,358367369171041,False,2,0.05,Samsung_A14,Mombasa,2.3,0,2,19.0,fraud,urgent_mobile_money
254713754682,2025-01-24T13:31:00Z,agent,0.25,354943826089088,353701366025101,False,1,0.05,Samsung_A04,Kisumu,1.8,8,0,360.0,legit,normal
254057509151,2025-01-02T23:10:00Z,agent,0.06,352285759347765,353902386314021,False,1,0.05,itel_2160,Mombasa,1.1,2,2,36.0,legit,urgent_mobile_money
254143215355,2025-02-19T12:07:00Z,agent,0.3,355413827481403,355413827481403,True,1,0.04,Nokia_105,Meru,1.1,19,1,21.0,legit,power_user
254753490567,2025-02-23T00:06:00Z,call_center,0.23,353608818029274,353360457588847,False,1,0.09,itel_5027,Thika,2.6,2,1,40.0,fraud,urgent_mobile_money
254152579451,2025-02-21T00:26:00Z,call_center,0.08,354172508365059,356752840316875,False,2,0.06,itel_2163,Kisumu,689.4,11,0,3120.0,legit,normal
254045684387,2025-02-06T03:36:00Z,call_center,0.04,355282806344438,355282806344438,True,2,0.05,Tecno_Spark_10,Turkana,1.2,7,1,1020.0,legit,new_recipient
254144356890,2025-01-09T12:02:00Z,retail_store,0.27,356183833552934,356183833552934,True,1,0.06,Samsung_A14,Nyeri,1.0,13,0,1560.0,legit,normal
254152651122,2025-02-18T17:35:00Z,retail_store,0.28,354999452605036,357855473424536,False,2,0.01,Samsung_A14,Meru,2.0,12,1,20.0,legit,power_user
254098867498,2025-02-28T04:12:00Z,agent,0.08,352210138227091,355752171607472,False,2,0.0,Tecno_Spark_10,Malindi,1.6,7,0,1260.0,legit,normal
254725514454,2025-02-11T21:20:00Z,agent,0.19,353093190720893,353093190720893,True,1,0.01,itel_2160,Nakuru,1.6,15,0,1680.0,legit,normal
254758248641,2025-03-02T01:29:00Z,call_center,0.11,359402080941158,356360197380781,False,2,0.16,itel_2160,Kisumu,1.7,10,0,2940.0,legit,normal
254086612490,2025-02-26T17:22:00Z,agent,0.29,355213994710736,354369985894486,False,1,0.01,Samsung_A04,Nairobi,1.9,3,0,960.0,legit,new_recipient
254732877914,2025-02-22T17:58:00Z,agent,0.07,354752796175165,354752796175165,True,2,0.09,Tecno_Spark_10,Narok,0.8,5,0,149.0,legit,power_user
254074959195,2025-01-21T18:26:00Z,agent,0.1,354373493396764,355738898014094,False,1,0.1,itel_2160,Narok,0.4,11,0,3600.0,legit,normal
254153565059,2025-01-23T18:41:00Z,retail_store,0.44,355039514041847,357714159989207,False,1,0.05,Nokia_110,Narok,142.0,2,3,49.0,legit,emergency_drain
254117459041,2025-01-14T20:32:00Z,call_center,0.4,356877330862767,356877330862767,True,1,0.02,itel_5027,Nakuru,1.2,7,0,1560.0,legit,normal
254713405868,2025-01-30T14:36:00Z,agent,0.21,356381616594072,358034074351957,False,2,0.09,Tecno_Spark_10,Kisumu,1.5,15,0,2340.0,legit,normal
254090559810,2025-01-19T01:27:00Z,agent,0.12,353960374258054,353277291451448,False,1,0.0,itel_5027,Kisii,1.8,5,1,31.0,fraud,social_engineering_pretext
254139811495,2025-01-14T17:17:00Z,agent,0.54,359109766905738,359109766905738,True,2,0.07,Samsung_A14,Malindi,1.6,1,0,8.0,legit,new_recipient
254181448921,2025-02-27T20:39:00Z,agent,0.31,359358141301377,355133715863281,False,5,0.1,Nokia_110,Thika,1.7,4,0,2520.0,legit,rural_shared
254044620054,2025-02-11T00:47:00Z,agent,0.15,356811717083874,356811717083874,True,1,0.05,Tecno_T301,Turkana,1.9,8,0,2400.0,fraud,normal
254753862713,2025-01-27T15:54:00Z,retail_store,0.05,353816652175896,353816652175896,True,2,0.03,Tecno_Spark_10,Nairobi,2.3,11,0,420.0,legit,new_recipient
254078843506,2025-02-08T04:02:00Z,agent,0.08,355766225055679,353129529348028,False,2,0.06,Nokia_110,Kisumu,1.5,2,3,51.0,legit,emergency_drain
254123618986,2025-01-11T13:28:00Z,agent,0.23,356735339415331,357663247441225,False,2,0.08,Samsung_A14,Malindi,0.5,1,2,32.0,legit,emergency_drain
254725759056,2025-01-30T03:28:00Z,agent,0.52,354737561983770,359595561139165,False,4,0.07,Infinix_Hot_30,Nakuru,1.7,4,0,2880.0,legit,rural_shared
254026241709,2025-01-13T14:14:00Z,retail_store,0.25,356574356882942,356574356882942,True,1,0.07,itel_2163,Mombasa,1.5,17,1,160.0,legit,power_user
254044938537,2025-01-04T15:04:00Z,agent,0.38,357228515049988,359896132761754,False,3,0.07,itel_2163,Nairobi,2.4,4,0,1800.0,legit,rural_shared
254158442060,2025-01-07T00:24:00Z,agent,0.43,352211824776632,357946466813876,False,1,0.1,Infinix_Hot_30,Mombasa,1.3,7,0,1380.0,legit,new_recipient
254094835858,2025-02-24T23:28:00Z,agent,0.27,357967930157013,354919447222357,False,1,0.09,Redmi_12C,Garissa,1.6,4,0,2460.0,legit,normal
254093160151,2025-02-20T17:07:00Z,agent,0.31,353963632124010,357036066169446,False,1,0.03,itel_5027,Nakuru,0.5,5,0,67.0,legit,power_user
254154419858,2025-01-22T00:31:00Z,agent,0.33,358127136091702,356305568913961,False,1,0.05,itel_2160,Mombasa,1.5,1,2,13.0,legit,urgent_mobile_money
254755441452,2025-02-25T02:49:00Z,call_center,0.16,355483582034149,355483582034149,True,1,0.03,Samsung_A14,Nyeri,0.9,11,1,540.0,legit,new_recipient
254732901332,2025-01-08T20:35:00Z,call_center,0.17,352703746830847,355191600118965,False,2,0.05,Samsung_A14,Machakos,0.2,4,0,1080.0,legit,normal
254066609687,2025-01-02T03:07:00Z,call_center,0.09,356853741628225,352708715359478,False,1,0.07,Samsung_A04,Thika,3.0,1,3,83.0,legit,emergency_drain
254165334003,2025-01-24T13:15:00Z,agent,0.24,356944992668048,356944992668048,True,1,0.11,Infinix_Hot_30,Kisumu,2.2,7,0,960.0,legit,normal
254086330769,2025-02-22T21:47:00Z,agent,0.15,354504097919021,354504097919021,True,1,0.1,itel_5027,Meru,1.2,12,0,17.0,legit,normal
254789708503,2025-02-15T15:14:00Z,call_center,0.22,359522858948885,356642707044759,False,2,0.1,itel_2160,Thika,69.0,12,0,2940.0,legit,normal
254198359007,2025-01-24T23:07:00Z,retail_store,0.38,357042833125868,353448229213192,False,1,0.02,Nokia_110,Nairobi,1.4,4,1,60.0,legit,new_recipient
254711681217,2025-03-02T15:58:00Z,retail_store,0.13,355195442937526,355195442937526,True,2,0.05,itel_2163,Mombasa,0.6,5,0,660.0,legit,new_recipient
254090787359,2025-02-08T16:57:00Z,agent,0.04,352051487909508,358251050212308,False,2,0.09,Redmi_12C,Turkana,1.6,7,1,1560.0,legit,rural_shared
254768588329,2025-01-21T18:07:00Z,agent,0.53,355894093704588,3528910059829715,False,5,0.44,itel_5027,Nyeri,249.1,3,3,660.0,fraud,slow_fraudster
254718246377,2025-01-05T16:16:00Z,call_center,0.08,357253141161292,358823494899581,False,1,0.12,itel_2160,Garissa,288.7,14,0,3780.0,legit,normal
254075223535,2025-01-26T16:20:00Z,agent,0.36,358561896918169,354894024068415,False,4,0.03,itel_2160,Machakos,1.1,10,0,480.0,legit,rural_shared
254145675704,2025-02-21T15:44:00Z,retail_store,0.33,352068252837753,352068252837753,True,2,0.1,Infinix_Hot_30,Malindi,1.6,13,2,240.0,legit,power_user
254112169296,2025-01-14T18:30:00Z,agent,0.34,356480224736153,354485981581787,False,1,0.08,itel_2163,Meru,2.3,10,1,2040.0,legit,new_recipient
254194362750,2025-02-14T01:25:00Z,agent,0.15,352616037295437,355304922634949,False,2,0.05,Redmi_12C,Thika,1.7,3,1,19.0,legit,urgent_mobile_money
254763628420,2025-02-14T23:09:00Z,call_center,0.04,353085192586748,354129316212189,False,2,0.08,itel_2160,Kisumu,2.4,5,0,3900.0,legit,normal
254020567245,2025-01-12T14:42:00Z,agent,0.15,359268212070710,353488804984979,False,1,0.11,Infinix_Hot_30,Kisii,2.1,10,0,2160.0,legit,normal
254712472833,2025-01-30T13:50:00Z,call_center,0.06,352339285785403,UNKNOWN,False,0,0.0,Infinix_Hot_30,Kisumu,1.9,12,0,960.0,legit,new_recipient
254196835228,2025-01-22T01:39:00Z,agent,0.25,357722754231982,3528948486465021,False,7,0.48,itel_2163,Eldoret,263.4,3,3,300.0,fraud,slow_fraudster
254111192989,2025-01-20T19:49:00Z,agent,0.3,354858400333266,354858400333266,True,2,0.05,Nokia_105,Meru,1.9,6,1,60.0,legit,new_recipient
254196022644,2025-01-05T18:01:00Z,call_center,0.05,352451167720699,352451167720699,True,1,0.08,Tecno_Spark_10,Turkana,1.2,8,0,3360.0,legit,normal
254110869924,2025-02-07T01:08:00Z,agent,0.16,352709805198512,359287759809886,False,1,0.01,Tecno_Spark_10,Mombasa,2.5,13,0,960.0,legit,normal
254748059007,2025-01-30T13:27:00Z,retail_store,0.04,353962010009225,358096135413411,False,1,0.34,Tecno_T301,Malindi,1.6,11,0,2460.0,legit,new_recipient
254072835228,2025-02-12T00:48:00Z,agent,0.21,357137682184510,357137682184510,True,1,0.09,Samsung_A04,Meru,2.6,7,0,1200.0,legit,new_recipient
254118399519,2025-02-23T04:47:00Z,agent,0.25,356372876366370,354790284390179,False,2,0.06,itel_2160,Mombasa,0.5,9,0,11.0,legit,power_user
254118703738,2025-01-15T21:50:00Z,agent,0.44,354633717198170,358971060961084,False,2,0.03,Redmi_12C,Kisii,2.1,13,0,2280.0,legit,normal
254777033265,2025-02-22T04:40:00Z,agent,0.28,356045871312004,359516119701558,False,2,0.03,Nokia_105,Garissa,0.8,12,0,3000.0,legit,normal
254136350521,2025-02-25T18:28:00Z,agent,0.25,359999340982205,359999340982205,True,2,0.01,Tecno_Spark_10,Narok,1.9,15,0,1860.0,legit,normal
254078512565,2025-02-07T02:03:00Z,retail_store,0.42,353619844694341,352721841130462,False,2,0.06,Tecno_Spark_10,Kisii,1.8,9,2,123.0,legit,power_user
254148256871,2025-02-28T20:41:00Z,agent,0.45,358669699372676,354637034927847,False,1,0.02,Tecno_T301,Nairobi,2.2,9,1,166.0,legit,power_user
254081073922,2025-02-16T15:40:00Z,agent,0.41,353309991841801,353309991841801,True,1,0.12,Nokia_110,Narok,1.6,11,0,2640.0,fraud,new_recipient
254713819388,2025-01-07T23:18:00Z,agent,0.06,357276487679842,359437861019166,False,2,0.02,itel_2160,Thika,2.2,8,1,1200.0,legit,rural_shared
254144445853,2025-02-10T23:46:00Z,agent,0.44,353248371001386,357505444306614,False,2,0.1,Nokia_105,Mombasa,1.5,7,1,3.0,legit,rural_shared
254117618372,2025-01-15T02:53:00Z,agent,0.4,357311109245258,357311109245258,True,1,0.07,Samsung_A04,Eldoret,1.1,5,0,3060.0,legit,normal
254753012970,2025-01-30T01:31:00Z,call_center,0.12,357100623780819,357100623780819,True,2,0.0,Tecno_Spark_10,Narok,2.0,8,0,1620.0,legit,normal
254024805623,2025-01-21T14:15:00Z,agent,0.04,358158262323128,UNKNOWN,False,0,0.0,Tecno_T301,Turkana,2.2,9,1,960.0,legit,new_recipient
254150524172,2025-01-13T02:43:00Z,agent,0.44,354971104193279,354971104193279,True,2,0.1,itel_5027,Thika,2.5,9,0,2760.0,legit,new_recipient
254060727592,2025-01-23T23:10:00Z,agent,0.26,356028900939374,356028900939374,True,1,0.09,Samsung_A14,Narok,1.6,13,0,4080.0,legit,normal
254749578048,2025-02-03T15:05:00Z,call_center,0.1,352147882903144,357299612934670,False,3,0.03,Nokia_105,Nairobi,506.1,7,0,2760.0,legit,rural_shared
254137540784,2025-01-11T04:37:00Z,agent,0.52,353127522217055,3528933718829601,False,6,0.13,Nokia_105,Nairobi,0.9,4,3,160.0,fraud,local_insider
254774962588,2025-01-03T18:11:00Z,agent,0.04,352205547662946,UNKNOWN,False,0,0.0,Samsung_A04,Meru,2.3,4,3,78.0,legit,emergency_drain
254053091031,2025-01-11T14:11:00Z,agent,0.43,356943043147318,354712385569118,False,3,0.12,Samsung_A14,Kisii,2.0,7,0,1020.0,legit,rural_shared
254160117049,2025-03-02T00:55:00Z,call_center,0.12,359718369115632,359446983952750,False,3,0.05,itel_5027,Nyeri,1.4,4,0,840.0,legit,rural_shared
254713170339,2025-02-22T16:21:00Z,agent,0.06,353133058422573,357380763619954,False,1,0.03,itel_2163,Meru,2.6,3,1,12.0,legit,urgent_mobile_money
254147915572,2025-01-06T19:48:00Z,agent,0.59,355454660678855,3528948486465021,False,8,0.76,itel_2160,Turkana,294.3,0,3,9.0,fraud,classic_fast
254184344610,2025-01-05T02:10:00Z,call_center,0.42,357932760580848,358912138522513,False,5,0.01,Nokia_105,Thika,1.9,7,1,720.0,legit,rural_shared
254046025385,2025-01-15T18:36:00Z,agent,0.36,356061947611200,358946957491603,False,2,0.09,itel_2163,Turkana,2.9,8,0,3480.0,legit,normal
254160322649,2025-01-02T03:25:00Z,call_center,0.35,354984783549673,354980265309876,False,2,0.07,Infinix_Hot_30,Mombasa,1.6,6,1,2340.0,legit,new_recipient
254055702878,2025-02-27T19:51:00Z,agent,0.21,359468467111227,359468467111227,True,2,0.04,Nokia_110,Nairobi,2.0,6,0,1080.0,legit,normal
254149122461,2025-01-28T00:41:00Z,agent,0.3,358570756093548,352992676428791,False,1,0.07,itel_2160,Turkana,1.1,7,0,660.0,legit,normal
254130054081,2025-02-24T14:42:00Z,agent,0.25,355485908731124,359232601146775,False,1,0.0,itel_2160,Mombasa,1.2,9,1,139.0,legit,power_user
254151821658,2025-01-19T16:08:00Z,agent,0.33,353735962214512,356326990430957,False,2,0.08,Tecno_T301,Garissa,2.6,14,0,240.0,legit,normal
254122476564,2025-02-23T22:07:00Z,agent,0.28,354109740277804,359243403514614,False,1,0.04,itel_5027,Nakuru,1.4,8,0,1380.0,legit,normal
254043406390,2025-02-15T12:14:00Z,agent,0.06,355644646671073,356081083701921,False,1,0.03,Infinix_Hot_30,Meru,1.5,11,1,2820.0,legit,new_recipient
254114158916,2025-02-26T13:28:00Z,agent,0.53,352565718138277,358353430558597,False,2,0.11,Tecno_Spark_10,Malindi,0.7,3,3,30.0,legit,urgent_mobile_money
254182631780,2025-01-07T03:56:00Z,agent,0.25,357230554905661,359056126871648,False,2,0.11,Infinix_Hot_30,Nairobi,1.0,9,0,3840.0,legit,normal
254164705350,2025-01-01T19:32:00Z,retail_store,0.06,357972895398683,352196388880937,False,2,0.05,Tecno_T301,Turkana,1.2,8,1,109.0,legit,power_user
254122601695,2025-01-01T17:13:00Z,agent,0.23,353436748373911,353436748373911,True,2,0.07,itel_2163,Mombasa,2.7,3,0,1980.0,legit,normal
254048867459,2025-02-05T20:24:00Z,agent,0.08,354574644854313,354574644854313,True,1,0.04,itel_2160,Narok,1.1,8,0,92.0,legit,power_user
254053628025,2025-01-27T01:10:00Z,agent,0.18,357703774611612,355095158957045,False,3,0.11,itel_5027,Meru,1.7,4,0,2280.0,legit,rural_shared
254792385949,2025-02-16T16:58:00Z,agent,0.35,356522763087307,356522763087307,True,2,0.07,Nokia_105,Narok,1.4,8,0,2040.0,legit,normal
254079520061,2025-02-26T00:17:00Z,agent,0.17,359553529731650,359553529731650,True,1,0.23,Samsung_A04,Eldoret,2.4,5,1,1860.0,legit,new_recipient
254111999564,2025-01-25T04:58:00Z,agent,0.39,353123799674751,358784754555656,False,5,0.05,Samsung_A14,Kisumu,2.6,10,0,360.0,fraud,rural_shared
254177457146,2025-01-08T03:06:00Z,agent,0.08,354305954168586,354356397714709,False,1,0.12,Nokia_105,Thika,2.1,3,2,83.0,legit,emergency_drain
254146302189,2025-02-28T18:59:00Z,agent,0.4,354077932415947,354077932415947,True,2,0.1,Tecno_T301,Thika,137.8,5,0,3300.0,legit,normal
254176337287,2025-02-26T15:07:00Z,agent,0.03,353056777235649,353056777235649,True,1,0.01,Samsung_A14,Malindi,426.3,8,0,180.0,legit,normal
254172201659,2025-02-17T01:36:00Z,agent,0.22,357642639493885,357642639493885,True,1,0.08,itel_2160,Nairobi,1.6,14,0,1440.0,legit,normal
254787295862,2025-01-04T21:27:00Z,agent,0.44,353258222042186,352903032965985,False,3,0.02,itel_2163,Nakuru,1.7,9,1,1980.0,legit,rural_shared
254726360366,2025-02-27T03:48:00Z,retail_store,0.39,355655410545056,356195731629970,False,1,0.03,Samsung_A14,Nairobi,1.9,4,0,4200.0,legit,normal
254134070229,2025-02-22T14:00:00Z,agent,0.29,359668525012077,359668525012077,True,1,0.1,Tecno_Spark_10,Kisii,1.9,14,0,900.0,legit,normal
254097156248,2025-01-06T18:52:00Z,agent,0.3,352205324238166,359213648869666,False,1,0.1,Samsung_A04,Turkana,1.6,4,0,4020.0,legit,normal
254132304659,2025-01-19T03:17:00Z,retail_store,0.5,354494688416419,354845326392239,False,2,0.03,itel_2163,Malindi,1.8,20,0,110.0,legit,power_user
254771221704,2025-02-05T03:15:00Z,agent,0.25,353781644237031,352843516996398,False,1,0.1,Redmi_12C,Nairobi,0.4,2,2,22.0,legit,urgent_mobile_money
254016111087,2025-02-24T04:55:00Z,retail_store,0.41,357522933857523,353506574216128,False,1,0.06,itel_2163,Kisii,1.7,4,3,23.0,legit,emergency_drain
254782927345,2025-01-23T20:46:00Z,call_center,0.34,352194786684798,358641770811531,False,4,0.01,itel_5027,Mombasa,1.7,2,1,840.0,legit,rural_shared
254112674352,2025-01-02T13:22:00Z,call_center,0.33,352040359145954,357330225304446,False,1,0.04,Redmi_12C,Nairobi,0.6,3,0,660.0,legit,new_recipient
254712893684,2025-01-21T16:46:00Z,agent,0.12,358014861151327,354102783614647,False,1,0.0,itel_2160,Garissa,1.0,6,1,26.0,legit,social_engineering_pretext
254134571974,2025-01-11T20:40:00Z,agent,0.39,354009040412273,354802389015439,False,1,0.1,itel_2160,Nairobi,1.1,1,1,20.0,legit,urgent_mobile_money
254010276357,2025-02-19T14:50:00Z,agent,0.43,359636993250718,353235113218712,False,2,0.08,itel_5027,Meru,1.7,1,3,26.0,legit,urgent_mobile_money
254778926989,2025-01-28T17:22:00Z,agent,0.18,358633212772869,358633212772869,True,1,0.05,Infinix_Hot_30,Mombasa,1.3,11,0,2460.0,legit,normal
254725482018,2025-01-01T12:13:00Z,call_center,0.15,359028076542938,359028076542938,True,1,0.0,Samsung_A14,Eldoret,1.8,5,2,202.0,legit,power_user
254085484617,2025-02-02T18:04:00Z,agent,0.03,357509388833974,353100805341705,False,1,0.0,Tecno_Spark_10,Kisii,2.8,1,2,75.0,legit,emergency_drain
254762671794,2025-01-29T23:30:00Z,agent,0.31,352774326174262,354214728508921,False,1,0.1,Samsung_A04,Malindi,1.9,9,0,2760.0,legit,normal
254798998922,2025-01-13T15:44:00Z,retail_store,0.14,359807793078342,359854741022574,False,1,0.02,itel_5027,Nairobi,2.9,5,0,4200.0,legit,normal
254197326820,2025-01-25T03:04:00Z,agent,0.33,359326782963661,356939876425118,False,1,0.03,Infinix_Hot_30,Nyeri,1.9,0,3,34.0,legit,emergency_drain
254054227301,2025-02-25T23:19:00Z,agent,0.41,357559806754068,355181515185912,False,3,0.08,Samsung_A04,Nyeri,2.2,3,1,1260.0,fraud,rural_shared
254195408926,2025-01-29T12:41:00Z,call_center,0.04,356667215885552,356667215885552,True,1,0.07,Nokia_105,Kisii,1.8,14,0,41.0,legit,power_user
254759113746,2025-01-20T00:07:00Z,agent,0.17,353133210668639,353133210668639,True,2,0.1,itel_5027,Garissa,1.5,5,1,1980.0,legit,new_recipient
254027411008,2025-02-21T14:39:00Z,agent,0.17,352228478341526,353357404626992,False,1,0.01,itel_5027,Kisii,0.7,6,1,1440.0,fraud,new_recipient
254157991175,2025-02-18T12:19:00Z,agent,0.43,353793671343567,355343707004763,False,1,0.06,Infinix_Hot_30,Nakuru,2.3,13,0,120.0,fraud,normal
254779889476,2025-01-20T23:12:00Z,agent,0.15,357727221808000,352018498285625,False,5,0.11,Infinix_Hot_30,Mombasa,2.0,9,0,2640.0,legit,rural_shared
254755565232,2025-01-18T02:50:00Z,agent,0.11,353626910115902,357655742979266,False,4,0.09,Infinix_Hot_30,Thika,1.8,6,1,420.0,legit,rural_shared
254192278799,2025-03-01T04:15:00Z,agent,0.08,357051922684514,357051922684514,True,1,0.12,Infinix_Hot_30,Thika,412.3,8,0,1140.0,legit,normal
254190145429,2025-02-17T16:56:00Z,agent,0.17,353248904741007,353248904741007,True,2,0.08,itel_2163,Malindi,1.4,1,0,5.0,legit,normal
254157889405,2025-02-04T03:45:00Z,agent,0.2,354584461918565,355651409529262,False,2,0.07,Samsung_A14,Turkana,1.0,4,1,300.0,legit,rural_shared
254736704240,2025-02-22T18:37:00Z,retail_store,0.31,357660569011979,357660569011979,True,1,0.01,itel_2160,Kisii,2.6,11,0,420.0,legit,normal
254018752691,2025-02-04T01:16:00Z,agent,0.37,357379652780872,353864952216220,False,1,0.11,Samsung_A14,Kisumu,1.1,16,0,214.0,legit,power_user
254761860576,2025-02-20T23:03:00Z,agent,0.09,358245038222745,358245038222745,True,1,0.02,itel_2163,Machakos,1.0,10,0,3780.0,legit,normal
254184242896,2025-02-07T17:15:00Z,retail_store,0.4,357621382085524,357621382085524,True,2,0.08,Infinix_Hot_30,Mombasa,2.4,8,0,2100.0,legit,normal
254752145938,2025-01-11T19:47:00Z,agent,0.11,355424992721901,359968927107117,False,2,0.12,itel_2163,Mombasa,0.7,4,0,900.0,legit,normal
