msisdn,label,archetype,rule_score,xgb_proba,iso_anomaly_score,ensemble_score,ensemble_prediction
254192415337,0,normal,0,0.1089,0.1176,0.0784,0
254093185839,0,normal,1,0.1665,0.1954,0.1268,0
254116387423,0,normal,0,0.2083,0.1978,0.1432,0
254727323105,0,new_recipient,5,0.2029,0.2193,0.1611,0
254799957656,0,new_recipient,7,0.1283,0.1705,0.1214,0
254110205529,1,classic_fast,100,0.9713,0.9303,0.9697,1
254066078624,0,normal,1,0.2433,0.1583,0.152,0
254039802295,0,normal,2,0.174,0.0692,0.1016,0
254014692930,1,normal,1,0.1805,0.1007,0.1094,0
254036338187,0,new_recipient,8,0.1849,0.1377,0.1416,0
254048206420,0,normal,1,0.3678,0.0971,0.1928,0
254036890480,0,urgent_mobile_money,13,0.1655,0.1693,0.1558,0
254069024063,0,new_recipient,5,0.1159,0.3711,0.1599,0
254749207343,0,new_recipient,3,0.1142,0.191,0.1081,0
254758320268,0,normal,0,0.1355,0.1306,0.0936,0
254034966479,0,normal,0,0.1087,0.0713,0.0667,0
254055401279,0,urgent_mobile_money,15,0.3395,0.156,0.2368,0
254046633108,0,emergency_drain,49,0.3072,0.4247,0.3914,0
254187567010,0,normal,3,0.1334,0.1279,0.101,0
254042894979,1,slow_fraudster,20,0.9228,0.6378,0.6347,1
254753193131,0,emergency_drain,41,0.4617,0.2482,0.3928,0
254799779873,0,rural_shared,1,0.1337,0.1903,0.1107,0
254190702331,0,new_recipient,2,0.097,0.2906,0.1223,0
254167571454,0,normal,2,0.0993,0.4603,0.1658,0
254198419688,0,power_user,6,0.1722,0.2482,0.1576,0
254792043959,0,normal,0,0.0564,0.2541,0.0889,0
254039656388,0,normal,0,0.2465,0.2045,0.162,0
254710108490,0,new_recipient,6,0.106,0.1936,0.1141,0
254064754902,0,urgent_mobile_money,15,0.0688,0.2459,0.1374,0
254021772377,0,new_recipient,3,0.0951,0.2236,0.1077,0
254114846611,0,rural_shared,3,0.1489,0.2992,0.1508,0
254069138291,0,urgent_mobile_money,23,0.3543,0.2244,0.2846,0
254052340220,0,normal,0,0.1426,0.409,0.1664,0
254797057965,0,normal,1,0.3267,0.2718,0.218,0
254148022875,0,normal,0,0.366,0.2144,0.2183,0
254134399771,0,normal,6,0.204,0.0537,0.1232,0
254133426017,0,new_recipient,7,0.108,0.1804,0.1147,0
254192580536,0,normal,4,0.1049,0.2977,0.1337,0
254728529571,0,new_recipient,9,0.2713,0.4082,0.2511,0
254059515082,0,normal,8,0.4547,0.199,0.2783,0
254040983213,0,emergency_drain,17,0.6553,0.3273,0.4277,0
254736497850,0,rural_shared,1,0.1301,0.1069,0.0883,0
254015824284,0,urgent_mobile_money,17,0.1335,0.2506,0.1737,0
254044669522,0,normal,3,0.266,0.2271,0.1855,0
254044657397,0,rural_shared,10,0.1794,0.4169,0.215,0
254095987358,0,urgent_mobile_money,27,0.1521,0.1713,0.1923,0
254798756214,0,normal,4,0.3136,0.1644,0.1942,0
254114531205,0,normal,0,0.3652,0.1571,0.2036,0
254129015435,1,normal,1,0.2464,0.106,0.1404,0
254046227460,0,new_recipient,4,0.2636,0.3947,0.2293,0
254742766266,0,normal,0,0.071,0.2947,0.1056,0
254073398357,0,rural_shared,4,0.1315,0.1502,0.1087,0
254144146617,0,normal,2,0.3308,0.1493,0.1922,0
254121272488,0,normal,2,0.3595,0.206,0.2192,0
254090994089,1,normal,25,0.2991,0.4786,0.3292,0
254714469660,1,normal,2,0.2231,0.1385,0.141,0
254117586073,0,normal,0,0.2098,0.1875,0.1413,0
254167064918,0,rural_shared,7,0.0814,0.4267,0.1643,0
254797464654,0,normal,1,0.1266,0.3309,0.1427,0
254165634090,0,normal,13,0.1874,0.1739,0.1668,0
254075481521,0,emergency_drain,56,0.3609,0.4154,0.4343,0
254179954427,0,normal,2,0.219,0.2578,0.169,0
254037099325,0,normal,3,0.4113,0.1765,0.2382,0
254053836114,0,normal,3,0.0751,0.2885,0.1149,0
254777315354,0,normal,1,0.2549,0.0787,0.1374,0
254084237824,0,new_recipient,8,0.4809,0.141,0.2757,0
254724793486,0,urgent_mobile_money,21,0.1343,0.1455,0.1598,0
254078352893,0,new_recipient,3,0.2578,0.2508,0.1877,0
254045250697,0,normal,2,0.123,0.203,0.1121,0
254074267757,0,new_recipient,2,0.0993,0.2532,0.114,0
254163092952,0,new_recipient,3,0.2532,0.1078,0.1499,0
254028158388,0,normal,1,0.1561,0.1673,0.115,0
254036744991,0,new_recipient,3,0.1409,0.1461,0.1089,0
254144144832,0,new_recipient,30,0.4641,0.315,0.3776,0
254197773618,1,slow_fraudster,60,0.9258,0.7038,0.7726,1
254072065767,0,normal,10,0.3024,0.2051,0.2173,0
254718714565,0,normal,1,0.1175,0.1342,0.0894,0
254138730122,0,rural_shared,4,0.2816,0.0783,0.1583,0
254736771438,0,power_user,17,0.3202,0.4629,0.3108,0
254723046802,0,normal,2,0.3951,0.0939,0.2073,0
254078238321,0,normal,5,0.3401,0.1163,0.1971,0
254725192574,0,rural_shared,1,0.1127,0.1047,0.0799,0
254159113389,0,new_recipient,3,0.0845,0.2577,0.1114,0
254759928582,1,local_insider,18,0.8621,0.3103,0.5195,0
254052915220,0,normal,0,0.0626,0.1297,0.0606,0
254028507588,0,rural_shared,1,0.0571,0.2003,0.0788,0
254179247687,0,new_recipient,5,0.0821,0.2154,0.1058,0
254072020052,0,emergency_drain,27,0.3865,0.3119,0.3329,0
254728244705,0,rural_shared,3,0.2066,0.2305,0.1596,0
254717600726,0,new_recipient,3,0.0524,0.1502,0.0701,0
254059732686,1,normal,5,0.2242,0.1494,0.1532,0
254113514644,0,normal,0,0.1114,0.1164,0.0792,0
254051246589,0,normal,0,0.1409,0.3471,0.1502,0
254056472134,0,normal,1,0.2128,0.2158,0.1527,0
254795110743,0,normal,8,0.2427,0.2174,0.1876,0
254061944342,0,normal,3,0.2751,0.1858,0.1793,0
254123889596,0,emergency_drain,17,0.3306,0.3792,0.2946,0
254199945824,0,new_recipient,13,0.3824,0.0961,0.2351,0
254147859809,0,power_user,5,0.2348,0.2528,0.1839,0
254021952581,0,normal,0,0.1581,0.1499,0.1086,0
254168858982,0,power_user,11,0.2165,0.0732,0.1487,0
254134900545,0,normal,1,0.1688,0.1203,0.1091,0
254726817003,0,new_recipient,18,0.1845,0.2183,0.1916,0
254171080750,0,normal,7,0.1606,0.2299,0.1508,0
254057960347,0,normal,1,0.1656,0.1952,0.1263,0
254177803335,0,new_recipient,23,0.2499,0.1621,0.222,0
254717259256,0,power_user,7,0.2301,0.451,0.2373,0
254138844868,0,normal,3,0.3568,0.0761,0.1886,0
254139895285,0,emergency_drain,94,0.3276,0.5048,0.5556,0
254050957674,0,rural_shared,4,0.3705,0.2966,0.2529,0
254164242251,0,normal,1,0.0754,0.1748,0.0806,0
254773851330,0,normal,3,0.1235,0.1251,0.0959,0
254743964994,0,rural_shared,3,0.1758,0.3152,0.1669,0
254176395978,1,urgent_mobile_money,34,0.1077,0.3111,0.2283,0
254713754682,0,normal,7,0.3596,0.0264,0.1894,0
254057509151,0,urgent_mobile_money,11,0.1089,0.1506,0.1197,0
254143215355,0,power_user,14,0.2692,0.2692,0.2304,0
254753490567,1,urgent_mobile_money,22,0.2345,0.2247,0.2277,0
254152579451,0,normal,2,0.1809,0.3031,0.1632,0
254045684387,0,new_recipient,5,0.1545,0.2596,0.1494,0
254144356890,0,normal,2,0.0954,0.2823,0.1195,0
254152651122,0,power_user,17,0.2913,0.1067,0.2088,0
254098867498,0,normal,6,0.1889,0.0798,0.123,0
254725514454,0,normal,0,0.1386,0.2416,0.1228,0
254758248641,0,normal,1,0.2876,0.1101,0.1599,0
254086612490,0,new_recipient,5,0.1633,0.1908,0.1362,0
254732877914,0,power_user,8,0.1793,0.1538,0.1431,0
254074959195,0,normal,0,0.1127,0.1081,0.0777,0
254153565059,0,emergency_drain,68,0.3338,0.4052,0.4555,0
254117459041,0,normal,2,0.3671,0.2032,0.222,0
254713405868,0,normal,0,0.0834,0.0944,0.0611,0
254090559810,1,social_engineering_pretext,30,0.4856,0.2697,0.3759,0
254139811495,0,new_recipient,44,0.8829,0.4913,0.6522,1
254181448921,0,rural_shared,5,0.1608,0.3599,0.1773,0
254044620054,1,normal,0,0.1139,0.1544,0.0899,0
254753862713,0,new_recipient,6,0.1782,0.1666,0.1398,0
254078843506,0,emergency_drain,27,0.3113,0.3322,0.3041,0
254123618986,0,emergency_drain,100,0.7246,0.322,0.7066,1
254725759056,0,rural_shared,6,0.3836,0.4126,0.2938,0
254026241709,0,power_user,8,0.2066,0.2433,0.1778,0
254044938537,0,rural_shared,1,0.295,0.1036,0.1617,0
254158442060,0,new_recipient,8,0.22,0.2591,0.1878,0
254094835858,0,normal,1,0.1663,0.0934,0.1012,0
254093160151,0,power_user,12,0.2348,0.1678,0.1836,0
254154419858,0,urgent_mobile_money,34,0.1172,0.2993,0.2296,0
254755441452,0,new_recipient,10,0.0696,0.2394,0.1211,0
254732901332,0,normal,4,0.2679,0.0781,0.1521,0
254066609687,0,emergency_drain,52,0.3829,0.3385,0.4129,0
254165334003,0,normal,0,0.1432,0.111,0.0922,0
254086330769,0,normal,20,0.1505,0.3247,0.2089,0
254789708503,0,normal,3,0.3082,0.1548,0.1864,0
254198359007,0,new_recipient,12,0.3076,0.3179,0.2539,0
254711681217,0,new_recipient,8,0.1204,0.2158,0.1321,0
254090787359,0,rural_shared,0,0.1163,0.1101,0.0799,0
254768588329,1,slow_fraudster,85,0.9548,0.6904,0.8572,1
254718246377,0,normal,2,0.2539,0.206,0.1718,0
254075223535,0,rural_shared,7,0.3926,0.1007,0.2229,0
254145675704,0,power_user,6,0.1826,0.156,0.1392,0
254112169296,0,new_recipient,3,0.0748,0.1195,0.0725,0
254194362750,0,urgent_mobile_money,26,0.1703,0.2265,0.2113,0
254763628420,0,normal,0,0.2922,0.1187,0.1612,0
254020567245,0,normal,0,0.1239,0.0789,0.0755,0
254712472833,0,new_recipient,9,0.14,0.2674,0.1568,0
254196835228,1,slow_fraudster,85,0.9358,0.7178,0.8556,1
254111192989,0,new_recipient,12,0.167,0.242,0.1717,0
254196022644,0,normal,0,0.1563,0.2385,0.1299,0
254110869924,0,normal,4,0.1907,0.1167,0.127,0
254748059007,0,new_recipient,5,0.3336,0.3173,0.2445,0
254072835228,0,new_recipient,5,0.2236,0.1892,0.1629,0
254118399519,0,power_user,25,0.3567,0.391,0.3333,0
254118703738,0,normal,2,0.3447,0.0941,0.1846,0
254777033265,0,normal,2,0.2063,0.1617,0.1393,0
254136350521,0,normal,0,0.1145,0.1187,0.0812,0
254078512565,0,power_user,10,0.3348,0.1779,0.2251,0
254148256871,0,power_user,12,0.2194,0.1274,0.1665,0
254081073922,1,new_recipient,3,0.2977,0.2692,0.2103,0
254713819388,0,rural_shared,5,0.1308,0.2161,0.1279,0
254144445853,0,rural_shared,27,0.4953,0.4747,0.4225,0
254117618372,0,normal,3,0.3434,0.2942,0.2371,0
254753012970,0,normal,0,0.0724,0.182,0.0781,0
254024805623,0,new_recipient,5,0.2334,0.1964,0.1691,0
254150524172,0,new_recipient,1,0.1765,0.3385,0.1671,0
254060727592,0,normal,0,0.1019,0.2411,0.1062,0
254749578048,0,rural_shared,2,0.1744,0.2188,0.1391,0
254137540784,1,local_insider,32,0.938,0.5949,0.6668,1
254774962588,0,emergency_drain,25,0.4877,0.4218,0.3999,0
254053091031,0,rural_shared,3,0.2188,0.1493,0.1448,0
254160117049,0,rural_shared,4,0.27,0.1326,0.1666,0
254713170339,0,urgent_mobile_money,17,0.1699,0.1844,0.1736,0
254147915572,1,classic_fast,100,0.9392,0.9559,0.9616,1
254184344610,0,rural_shared,7,0.1812,0.3597,0.1925,0
254046025385,0,normal,0,0.1261,0.0711,0.0745,0
254160322649,0,new_recipient,4,0.1818,0.1418,0.1293,0
254055702878,0,normal,0,0.0644,0.1811,0.0743,0
254149122461,0,normal,10,0.1429,0.2318,0.1522,0
254130054081,0,power_user,4,0.2905,0.1173,0.1721,0
254151821658,0,normal,1,0.2515,0.073,0.1344,0
254122476564,0,normal,1,0.1725,0.044,0.0916,0
254043406390,0,new_recipient,5,0.1239,0.2616,0.1361,0
254114158916,0,urgent_mobile_money,13,0.2144,0.1947,0.1842,0
254182631780,0,normal,1,0.1659,0.2948,0.1514,0
254164705350,0,power_user,4,0.2082,0.0978,0.1301,0
254122601695,0,normal,1,0.1728,0.3152,0.1596,0
254048867459,0,power_user,1,0.0948,0.1075,0.0725,0
254053628025,0,rural_shared,2,0.1136,0.3119,0.1351,0
254792385949,0,normal,0,0.0644,0.0803,0.0491,0
254079520061,0,new_recipient,3,0.3983,0.3247,0.2694,0
254111999564,1,rural_shared,15,0.1361,0.2622,0.1718,0
254177457146,0,emergency_drain,21,0.3265,0.3745,0.3036,0
254146302189,0,normal,4,0.2002,0.3151,0.1809,0
254176337287,0,normal,5,0.0678,0.4145,0.1491,0
254172201659,0,normal,0,0.3845,0.2089,0.2253,0
254787295862,0,rural_shared,4,0.1549,0.152,0.1197,0
254726360366,0,normal,2,0.1764,0.1236,0.1163,0
254134070229,0,normal,1,0.1921,0.0957,0.1134,0
254097156248,0,normal,0,0.099,0.1331,0.0778,0
254132304659,0,power_user,8,0.3463,0.2095,0.2322,0
254771221704,0,urgent_mobile_money,20,0.3356,0.1779,0.2555,0
254016111087,0,emergency_drain,21,0.1999,0.3756,0.2469,0
254782927345,0,rural_shared,4,0.102,0.2231,0.1137,0
254112674352,0,new_recipient,15,0.3958,0.1587,0.2628,0
254712893684,0,social_engineering_pretext,27,0.6129,0.34,0.4418,0
254134571974,0,urgent_mobile_money,11,0.1304,0.1823,0.1372,0
254010276357,0,urgent_mobile_money,19,0.3722,0.2474,0.2863,0
254778926989,0,normal,1,0.1026,0.1364,0.0833,0
254725482018,0,power_user,6,0.296,0.1816,0.1966,0
254085484617,0,emergency_drain,45,0.5517,0.3805,0.4784,0
254762671794,0,normal,3,0.2193,0.1398,0.1426,0
254798998922,0,normal,0,0.2342,0.1363,0.1395,0
254197326820,0,emergency_drain,68,0.5693,0.4635,0.5761,0
254054227301,1,rural_shared,7,0.1638,0.109,0.1219,0
254195408926,0,power_user,10,0.2517,0.2054,0.1946,0
254759113746,0,new_recipient,3,0.1994,0.2357,0.1577,0
254027411008,1,new_recipient,4,0.1821,0.122,0.1245,0
254157991175,1,normal,5,0.2293,0.0567,0.1323,0
254779889476,0,rural_shared,3,0.1509,0.2449,0.1381,0
254755565232,0,rural_shared,9,0.0858,0.2339,0.1241,0
254192278799,0,normal,3,0.0568,0.4367,0.1437,0
254190145429,0,normal,16,0.1106,0.394,0.1963,0
254157889405,0,rural_shared,6,0.1754,0.1068,0.1236,0
254736704240,0,normal,0,0.1774,0.1291,0.1121,0
254018752691,0,power_user,10,0.2519,0.1058,0.1698,0
254761860576,0,normal,0,0.1001,0.1936,0.0935,0
254184242896,0,normal,0,0.2494,0.1083,0.1393,0
254752145938,0,normal,1,0.1577,0.1509,0.1117,0
254079802317,0,new_recipient,2,0.1659,0.1705,0.1233,0
254134127781,0,normal,0,0.1715,0.1767,0.1213,0
254760362229,0,normal,0,0.1492,0.0767,0.0863,0
254171808139,0,normal,0,0.1678,0.3135,0.1539,0
254099461754,0,normal,1,0.1745,0.1312,0.1143,0
254749611041,0,rural_shared,1,0.1356,0.2171,0.1183,0
254114892602,0,new_recipient,3,0.1742,0.2577,0.1518,0
254721423493,0,power_user,4,0.2053,0.2979,0.1789,0
254152647039,0,normal,1,0.0636,0.0855,0.053,0
254791661871,0,urgent_mobile_money,9,0.1676,0.08,0.1224,0
254122952929,0,rural_shared,2,0.2258,0.2844,0.1787,0
254155632511,0,new_recipient,3,0.2254,0.1954,0.1593,0
254118297977,0,normal,5,0.266,0.098,0.1592,0
254087397784,0,normal,3,0.3305,0.1418,0.1932,0
254717142104,0,rural_shared,4,0.2169,0.1772,0.1539,0
254722862036,0,normal,0,0.1232,0.0245,0.0616,0
254039287165,0,normal,0,0.1677,0.1437,0.1114,0
254773069200,0,new_recipient,12,0.3238,0.3776,0.2761,0
254071439684,0,new_recipient,7,0.3887,0.1092,0.2232,0
254778715761,0,urgent_mobile_money,13,0.463,0.0715,0.2652,0
254150391753,0,new_recipient,3,0.1772,0.2048,0.1399,0
254787822265,0,new_recipient,9,0.4288,0.1875,0.2668,0
254064897594,0,new_recipient,3,0.1355,0.2223,0.1256,0
254779489209,0,new_recipient,6,0.1024,0.3046,0.1402,0
254099033059,0,normal,1,0.1637,0.1886,0.1238,0
254016795426,0,new_recipient,4,0.218,0.2448,0.1713,0
254780702272,0,normal,1,0.1392,0.3011,0.1409,0
254065255789,0,power_user,13,0.1945,0.1653,0.1678,0
254774219189,0,normal,1,0.2988,0.2333,0.1958,0
254152637075,0,normal,0,0.1734,0.126,0.1095,0
254778618351,0,normal,1,0.1269,0.0544,0.0737,0
254086364875,0,rural_shared,6,0.1565,0.173,0.1317,0
254729757604,0,normal,4,0.1431,0.2187,0.1311,0
254196136327,0,new_recipient,8,0.1136,0.1847,0.1213,0
254141212860,0,normal,0,0.2813,0.0933,0.1499,0
254167313637,0,new_recipient,5,0.2076,0.2124,0.1615,0
254746256997,0,new_recipient,4,0.2216,0.141,0.147,0
254143197996,0,power_user,10,0.3064,0.2072,0.2197,0
254752443969,0,normal,2,0.189,0.0682,0.1081,0
254760401022,0,new_recipient,27,0.0861,0.1903,0.1673,0
254719570031,0,urgent_mobile_money,27,0.1536,0.2621,0.2157,0
254761420619,0,rural_shared,5,0.2644,0.3955,0.2329,0
254073383402,0,new_recipient,3,0.2626,0.1307,0.1598,0
254114525122,0,normal,0,0.1124,0.0717,0.0685,0
254031735466,0,new_recipient,7,0.2971,0.1834,0.2005,0
254020104218,0,new_recipient,5,0.071,0.2649,0.1132,0
254720008880,0,emergency_drain,5,0.1646,0.2676,0.156,0
254070919565,0,new_recipient,6,0.3464,0.2878,0.2458,0
254757043304,0,rural_shared,9,0.1875,0.4226,0.217,0
254718378998,0,rural_shared,1,0.1193,0.1283,0.0888,0
254068422890,0,normal,1,0.1672,0.0613,0.0936,0
254776122496,0,emergency_drain,17,0.4862,0.3601,0.3598,0
254773328641,1,local_insider,28,0.9639,0.5507,0.6554,1
254083442817,0,emergency_drain,36,0.6283,0.2862,0.4623,0
254140210821,0,power_user,10,0.152,0.2853,0.1697,0
254056263271,0,power_user,7,0.0574,0.1277,0.0788,0
254724961301,0,normal,0,0.2464,0.2314,0.1687,0
254732506850,0,normal,3,0.1417,0.0975,0.0972,0
254031501982,0,new_recipient,3,0.0964,0.1406,0.0875,0
254044300884,0,new_recipient,9,0.1192,0.1932,0.1289,0
254062569057,0,normal,1,0.1075,0.1496,0.0888,0
254134302654,0,normal,0,0.1098,0.1364,0.0835,0
254730975189,0,normal,2,0.2691,0.1039,0.1531,0
254786592389,0,new_recipient,3,0.1104,0.1573,0.098,0
254042852129,0,normal,1,0.2975,0.0731,0.1552,0
254170310913,0,normal,0,0.1474,0.118,0.0958,0
254064826894,0,normal,0,0.0495,0.2975,0.0967,0
254739268025,0,urgent_mobile_money,19,0.5617,0.234,0.3683,0
254086406435,0,normal,0,0.1521,0.1612,0.1088,0
254012407692,0,urgent_mobile_money,26,0.1428,0.2108,0.195,0
254797053553,0,normal,1,0.4452,0.1996,0.2532,0
254056104566,0,new_recipient,5,0.42,0.1636,0.2449,0
254025926230,0,normal,3,0.1641,0.1594,0.1227,0
254175386763,0,new_recipient,5,0.2495,0.5853,0.2736,0
254731551107,0,normal,3,0.1352,0.3133,0.1481,0
254087387760,0,power_user,15,0.1387,0.1357,0.1414,0
254190541327,0,rural_shared,8,0.1717,0.305,0.1775,0
254155688727,0,new_recipient,8,0.3262,0.1017,0.1962,0
254745732595,0,urgent_mobile_money,9,0.1465,0.1515,0.1308,0
254191643498,1,clean_device,100,0.7735,0.6644,0.8142,1
254094624463,0,emergency_drain,27,0.6447,0.403,0.4719,0
254145536815,0,normal,1,0.1027,0.3632,0.14,0
254725656173,0,emergency_drain,18,0.324,0.2824,0.2704,0
254717632670,0,new_recipient,11,0.0796,0.3514,0.1566,0
254078766029,0,new_recipient,4,0.4257,0.1928,0.2517,0
254746912466,0,normal,1,0.0772,0.1833,0.0835,0
254087145764,0,normal,3,0.2594,0.3061,0.2023,0
254792806397,0,normal,0,0.1803,0.3357,0.165,0
254093551252,0,normal,5,0.5858,0.1486,0.3158,0
254165823097,0,normal,1,0.1946,0.1288,0.1228,0
254799276922,0,normal,0,0.2468,0.1683,0.1531,0
254710769739,0,normal,2,0.3591,0.2639,0.2336,0
254784542729,0,urgent_mobile_money,13,0.077,0.3823,0.1692,0
254070560624,0,normal,0,0.0545,0.1509,0.0623,0
254049358888,0,normal,2,0.1349,0.141,0.102,0
254795960070,0,emergency_drain,18,0.4164,0.3481,0.3284,0
254175003275,0,normal,0,0.1897,0.0595,0.1002,0
254764963379,1,emergency_drain,35,0.5456,0.4391,0.4603,0
254781499022,0,urgent_mobile_money,27,0.3552,0.2672,0.3076,0
254098609270,0,rural_shared,2,0.1653,0.2656,0.1468,0
254777637162,0,normal,1,0.2781,0.1846,0.1743,0
254093181163,1,classic_fast,100,0.9686,0.9327,0.969,1
254717556218,0,new_recipient,2,0.109,0.1853,0.1014,0
254750293498,0,rural_shared,12,0.216,0.205,0.1844,0
254768337783,0,urgent_mobile_money,22,0.2081,0.2298,0.2171,0
254031654930,0,rural_shared,0,0.2674,0.0482,0.1324,0
254747346557,0,normal,0,0.1768,0.1746,0.1232,0
254038109074,0,new_recipient,7,0.0612,0.2791,0.1183,0
254752484493,0,power_user,23,0.2315,0.3088,0.2504,0
254134796024,0,normal,2,0.4392,0.1909,0.2513,0
254090241030,0,power_user,12,0.2606,0.2324,0.2114,0
254095868562,0,urgent_mobile_money,13,0.2777,0.291,0.2367,0
254115243954,0,rural_shared,2,0.0808,0.1259,0.0738,0
254191551968,0,power_user,1,0.2472,0.2087,0.1664,0
254727748830,0,new_recipient,5,0.218,0.2213,0.1684,0
254731872205,0,normal,11,0.2086,0.1522,0.1649,0
254030543168,0,emergency_drain,12,0.0792,0.3196,0.1515,0
254710298904,0,rural_shared,3,0.1271,0.2133,0.1195,0
254085041454,0,urgent_mobile_money,32,0.1564,0.3822,0.2619,0
254784720329,0,rural_shared,4,0.0701,0.5024,0.1691,0
254091677088,0,rural_shared,3,0.2993,0.0969,0.1679,0
254062026106,0,new_recipient,6,0.0946,0.2541,0.1241,0
254088775190,0,normal,0,0.1108,0.0952,0.0737,0
254135814654,0,new_recipient,5,0.1622,0.2394,0.1478,0
254054695373,0,normal,1,0.2718,0.1219,0.1558,0
254786238082,0,normal,0,0.1733,0.1147,0.1067,0
254153156944,0,normal,1,0.292,0.0956,0.1583,0
254141182777,0,rural_shared,2,0.165,0.237,0.1395,0
254771276418,0,normal,1,0.175,0.0411,0.0921,0
254721090334,0,normal,5,0.0649,0.2254,0.1006,0
254718965377,0,normal,1,0.2544,0.0645,0.1336,0
254777660935,0,new_recipient,5,0.3142,0.16,0.1964,0
254095166977,0,new_recipient,2,0.1509,0.2692,0.1412,0
254050808149,0,normal,75,0.6332,0.4743,0.6285,1
254023359826,0,normal,2,0.2389,0.2366,0.1726,0
254750392958,0,new_recipient,4,0.1742,0.1511,0.1282,0
254711883790,0,rural_shared,14,0.0818,0.2615,0.1442,0
254142793055,0,rural_shared,6,0.3722,0.1894,0.2328,0
254154642027,0,new_recipient,32,0.5344,0.5002,0.4616,0
254791140791,0,normal,1,0.1229,0.0403,0.0684,0
254032877400,0,normal,1,0.0803,0.3508,0.1268,0
254050974936,0,normal,2,0.1402,0.2029,0.1198,0
254072649903,0,normal,1,0.0867,0.0928,0.0652,0
254030556836,0,power_user,12,0.1352,0.1874,0.1437,0
254752180538,0,power_user,11,0.1134,0.1489,0.1213,0
254786665127,0,power_user,19,0.2776,0.1219,0.2124,0
254792812500,0,normal,0,0.1104,0.144,0.0857,0
254117567305,0,normal,3,0.1438,0.2908,0.1464,0
254031988464,0,power_user,11,0.2772,0.215,0.2115,0
254083575483,0,normal,0,0.0845,0.1869,0.0847,0
254056216074,0,normal,0,0.0749,0.1456,0.0701,0
254094289532,0,rural_shared,2,0.1354,0.4101,0.1695,0
254753688246,0,urgent_mobile_money,15,0.2993,0.2072,0.2315,0
254723039664,0,new_recipient,17,0.1823,0.2206,0.1882,0
254081974541,0,urgent_mobile_money,31,0.3823,0.2994,0.3399,0
254112181082,0,new_recipient,3,0.1409,0.3255,0.1538,0
254757696145,0,normal,0,0.2458,0.162,0.1511,0
254050652343,0,new_recipient,7,0.2932,0.5842,0.299,0
254096478431,0,new_recipient,21,0.0917,0.4068,0.206,0
254132901362,0,new_recipient,8,0.2694,0.1298,0.1777,0
254141176697,0,normal,2,0.3751,0.144,0.2108,0
254074741020,0,power_user,14,0.0589,0.2344,0.1271,0
254040434537,0,normal,21,0.4658,0.3688,0.3648,0
254054617110,0,normal,2,0.2082,0.2085,0.1518,0
254048539213,0,normal,19,0.4363,0.3845,0.3495,0
254748310226,0,new_recipient,1,0.0852,0.2546,0.105,0
254747151391,0,emergency_drain,11,0.3854,0.2654,0.2728,0
254160095649,0,normal,2,0.1507,0.1219,0.1043,0
254090612580,0,emergency_drain,29,0.6746,0.3496,0.478,0
254726445614,0,power_user,4,0.1031,0.1166,0.0876,0
254183310629,0,normal,1,0.2314,0.1985,0.1568,0
254118722968,0,normal,2,0.1794,0.1806,0.1319,0
254088753257,0,power_user,17,0.2603,0.1882,0.2152,0
254721396062,0,new_recipient,11,0.2773,0.2278,0.2147,0
254158073387,0,normal,0,0.0843,0.1345,0.0716,0
254174638533,0,normal,2,0.2536,0.1297,0.1525,0
254178097124,0,new_recipient,11,0.2696,0.3068,0.231,0
254786042615,1,local_insider,37,0.9146,0.6274,0.6794,1
254132120975,1,normal,1,0.1766,0.1798,0.1274,0
254029258566,0,normal,3,0.3982,0.0798,0.2081,0
254149794610,0,rural_shared,4,0.1912,0.1418,0.1335,0
254736610286,0,normal,0,0.229,0.0417,0.1135,0
254772415886,0,normal,0,0.1193,0.115,0.0824,0
254781261132,0,rural_shared,29,0.657,0.3249,0.4638,0
254778983754,0,power_user,15,0.2524,0.2065,0.2102,0
254133559800,0,new_recipient,10,0.4179,0.2624,0.2836,0
254158187299,0,rural_shared,4,0.1286,0.1827,0.1155,0
254079401039,0,normal,2,0.191,0.0916,0.1149,0
254132470874,0,normal,0,0.082,0.2235,0.0928,0
254086958189,0,urgent_mobile_money,21,0.7609,0.2744,0.474,0
254053419229,0,normal,2,0.2125,0.1051,0.1279,0
254159878867,0,new_recipient,3,0.1493,0.1933,0.1245,0
254738013401,0,urgent_mobile_money,18,0.1083,0.2912,0.1755,0
254180314025,0,new_recipient,11,0.6475,0.4159,0.4284,0
254796637570,0,normal,3,0.2349,0.1008,0.1399,0
254144171539,1,partial_text_coaching,100,0.9672,0.6565,0.8993,1
254170167997,0,new_recipient,4,0.2457,0.1728,0.1658,0
254064215283,0,normal,0,0.2592,0.1194,0.1465,0
254012217044,0,normal,11,0.1818,0.1211,0.1451,0
254195998174,0,new_recipient,3,0.229,0.2315,0.1699,0
254713849596,0,normal,27,0.3654,0.4995,0.3703,0
254717884355,0,normal,12,0.2211,0.3425,0.2211,0
254743884987,0,normal,0,0.1579,0.1773,0.1154,0
254065175587,0,power_user,1,0.1967,0.168,0.1335,0
254731046142,0,urgent_mobile_money,9,0.2413,0.1201,0.1656,0
254050462607,0,power_user,8,0.274,0.139,0.1821,0
254170701571,0,normal,1,0.0761,0.1626,0.0779,0
254022653179,0,new_recipient,15,0.1434,0.4618,0.225,0
254175370622,0,normal,0,0.1749,0.1239,0.1097,0
