msisdn,label,archetype,risk_score,action,triggered_combos,time_to_first_min,imei_swap_corr,imei_cardinality,avg_dwell_variance,intent_purity,max_drain_ratio,cumulative_drain,all_recipients_unknown,non_financial_count,displacement_km,agent_risk,txn_velocity,time_of_day_risk,device_familiarity
254114531205,legit,normal,0,T0_ALLOW,,1560.0,0.04,1,56.0,0.1,0.159,0.159,False,9,2.4,0.27,0.038,0.9,0.988
254129015435,fraud,normal,1,T0_ALLOW,,1920.0,0.07,1,3.43,0.083,0.131,0.131,False,11,2.8,0.25,0.031,0.32,0.579
254046227460,legit,new_recipient,4,T0_ALLOW,,2280.0,0.08,2,299.2,0.1,0.188,0.188,True,9,2.6,0.39,0.026,0.9,0.546
254742766266,legit,normal,0,T0_ALLOW,,1020.0,0.09,1,76.16,0.071,0,0,False,13,1.4,0.23,0.0,0.2,0.973
254073398357,legit,rural_shared,4,T0_ALLOW,,900.0,0.07,4,11.56,0.143,0.342,0.342,False,6,2.5,0.12,0.067,0.38,0.489
254144146617,legit,normal,2,T0_ALLOW,,3240.0,0.04,1,22.69,0.071,0.257,0.257,False,13,0.8,0.42,0.019,0.9,0.588
254121272488,legit,normal,2,T0_ALLOW,,1320.0,0.09,2,40.49,0.25,0.237,0.237,False,3,2.3,0.56,0.045,0.9,0.943
254090994089,fraud,normal,25,T1_OBSERVE,,6.0,0.02,1,15.84,0.125,0.89,0.89,False,7,2.1,0.29,10.0,0.2,0.594
254714469660,fraud,normal,2,T0_ALLOW,,960.0,0.0,0,44.16,0.2,0.214,0.214,False,4,99.3,0.28,0.062,0.7,0.63
254117586073,legit,normal,0,T0_ALLOW,,3720.0,0.1,1,90.41,0.167,0.093,0.093,False,5,2.2,0.07,0.016,0.2,0.97
254167064918,legit,rural_shared,7,T0_ALLOW,,1320.0,0.05,4,91.27,0.125,0,0,False,7,1.1,0.28,0.0,0.7,0.495
254797464654,legit,normal,1,T0_ALLOW,,600.0,0.09,1,6.64,0.2,0,0,False,4,1.8,0.28,0.0,0.7,0.973
254165634090,legit,normal,13,T0_ALLOW,,180.0,0.03,1,2.49,0.1,0.149,0.149,True,9,0.4,0.22,0.333,0.38,0.991
254075481521,legit,emergency_drain,56,T2_FRICTION,DELTA,35.0,0.1,2,18.49,0.5,0.883,0.883,False,1,2.0,0.12,1.714,0.7,0.54
254179954427,legit,normal,2,T0_ALLOW,,1140.0,0.02,2,4.22,0.077,0.27,0.27,False,12,1.5,0.54,0.053,0.35,0.964
254037099325,legit,normal,3,T0_ALLOW,,2580.0,0.08,2,14.29,0.111,0.186,0.186,True,8,2.2,0.44,0.023,0.7,0.546
254053836114,legit,normal,3,T0_ALLOW,,3240.0,0.05,2,5.96,0.077,0.128,0.128,True,12,1.0,0.44,0.019,0.9,0.955
254777315354,legit,normal,1,T0_ALLOW,,1860.0,0.07,2,5.56,0.1,0.043,0.043,False,9,2.6,0.19,0.032,0.9,0.549
254084237824,legit,new_recipient,8,T0_ALLOW,,240.0,0.04,2,34.24,0.167,0.3,0.3,True,5,1.5,0.38,0.25,0.25,0.558
254724793486,legit,urgent_mobile_money,21,T1_OBSERVE,,30.0,0.11,1,1.44,0.5,0.263,0.263,False,1,2.3,0.14,2.0,0.22,0.567
254078352893,legit,new_recipient,3,T0_ALLOW,,2160.0,0.03,1,35.27,0.125,0.28,0.28,True,7,2.5,0.04,0.028,0.9,0.991
254045250697,legit,normal,2,T0_ALLOW,,3000.0,0.1,1,1.56,0.071,0.238,0.238,False,13,1.8,0.22,0.02,0.17,0.97
254074267757,legit,new_recipient,2,T0_ALLOW,,2040.0,0.11,2,23.43,0.143,0.069,0.069,True,6,1.9,0.17,0.029,0.7,0.937
254163092952,legit,new_recipient,3,T0_ALLOW,,1800.0,0.08,2,10.0,0.167,0.188,0.188,True,5,2.7,0.2,0.033,0.27,0.546
254028158388,legit,normal,1,T0_ALLOW,,3660.0,0.05,2,4.12,0.143,0.294,0.294,False,6,1.6,0.16,0.016,0.9,0.955
254036744991,legit,new_recipient,3,T0_ALLOW,,1500.0,0.08,1,64.8,0.143,0.099,0.099,True,6,2.1,0.31,0.04,0.7,0.576
254144144832,legit,new_recipient,30,T1_OBSERVE,,7.0,0.09,1,89.36,0.143,0.212,0.212,True,6,93.3,0.22,8.571,0.38,0.573
254197773618,fraud,slow_fraudster,60,T2_FRICTION,GAMMA|EPSILON,720.0,0.49,5,2.34,0.75,0.9,0.972,True,1,265.1,0.35,0.167,0.9,0.333
254072065767,legit,normal,10,T0_ALLOW,,120.0,0.06,1,78.78,0.091,0.225,0.225,True,10,1.7,0.12,0.5,0.25,0.982
254718714565,legit,normal,1,T0_ALLOW,,2220.0,0.11,2,74.64,0.071,0.091,0.091,False,13,2.0,0.1,0.027,0.9,0.537
254138730122,legit,rural_shared,4,T0_ALLOW,,120.0,0.12,2,15.44,0.2,0.07,0.07,False,4,0.5,0.39,0.5,0.35,0.534
254736771438,legit,power_user,17,T0_ALLOW,,23.0,0.1,1,9.14,0.1,0.919,0.919,False,9,1.5,0.23,2.609,0.9,0.97
254723046802,legit,normal,2,T0_ALLOW,,3000.0,0.0,1,0.0,0.071,0.239,0.239,False,13,1.2,0.3,0.02,0.35,0.6
254078238321,legit,normal,5,T0_ALLOW,,420.0,0.05,2,1.6,0.167,0.181,0.181,False,5,2.2,0.4,0.143,0.38,0.955
254725192574,legit,rural_shared,1,T0_ALLOW,,300.0,0.05,2,36.22,0.25,0.068,0.068,False,3,1.8,0.22,0.2,0.32,0.555
254159113389,legit,new_recipient,3,T0_ALLOW,,2700.0,0.04,2,4.86,0.083,0.093,0.093,True,11,2.1,0.18,0.022,0.2,0.958
254759928582,fraud,local_insider,18,T0_ALLOW,,71.0,0.21,3,8.48,0.4,0.449,0.449,True,3,1.9,0.54,0.845,0.7,0.477
254052915220,legit,normal,0,T0_ALLOW,,4020.0,0.05,1,81.55,0.091,0.176,0.176,False,10,1.9,0.04,0.015,0.22,0.585
254028507588,legit,rural_shared,1,T0_ALLOW,,2040.0,0.07,2,124.24,0.1,0.062,0.062,False,9,2.4,0.04,0.029,0.9,0.549
254179247687,legit,new_recipient,5,T0_ALLOW,,1860.0,0.02,1,1.67,0.143,0.286,0.286,True,6,2.2,0.08,0.032,0.27,0.994
254072020052,legit,emergency_drain,27,T1_OBSERVE,,33.0,0.06,2,0.22,0.25,0.814,0.814,False,3,1.1,0.34,1.818,0.3,0.552
254728244705,legit,rural_shared,3,T0_ALLOW,,1860.0,0.1,5,2.67,0.091,0.331,0.331,False,10,1.4,0.37,0.032,0.7,0.45
254717600726,legit,new_recipient,3,T0_ALLOW,,2160.0,0.04,2,44.24,0.1,0.102,0.102,True,9,1.5,0.24,0.028,0.38,0.558
254059732686,fraud,normal,5,T0_ALLOW,,120.0,0.09,1,2.64,0.083,0.251,0.251,False,11,2.5,0.39,0.5,0.17,0.973
254113514644,legit,normal,0,T0_ALLOW,,660.0,0.09,1,17.96,0.071,0.205,0.205,False,13,2.6,0.09,0.091,0.27,0.973
254051246589,legit,normal,0,T0_ALLOW,,4020.0,0.11,1,6.64,0.125,0,0,False,7,2.5,0.21,0.0,0.7,0.967
254056472134,legit,normal,1,T0_ALLOW,,660.0,0.1,1,6.57,0.25,0.224,0.224,False,3,1.0,0.1,0.091,0.9,0.97
254795110743,legit,normal,8,T0_ALLOW,,840.0,0.1,2,0.22,0.067,0.089,0.089,True,14,2.5,0.18,0.071,0.25,0.94
254061944342,legit,normal,3,T0_ALLOW,,960.0,0.12,2,3.56,0.062,0.284,0.284,False,15,1.9,0.12,0.062,0.25,0.534
254123889596,legit,emergency_drain,17,T0_ALLOW,,85.0,0.09,1,13.63,1.0,0.57,0.57,False,0,0.9,0.37,0.706,0.38,0.573
254199945824,legit,new_recipient,13,T0_ALLOW,,240.0,0.06,1,1.84,0.091,0.216,0.216,True,10,2.8,0.11,0.25,0.38,0.582
254147859809,legit,power_user,5,T0_ALLOW,,211.0,0.05,2,8.24,0.1,0.249,0.249,False,9,1.0,0.49,0.284,0.2,0.955
254021952581,legit,normal,0,T0_ALLOW,,3240.0,0.07,2,77.71,0.111,0.227,0.227,False,8,2.1,0.17,0.019,0.7,0.949
254168858982,legit,power_user,11,T0_ALLOW,,116.0,0.09,2,0.67,0.083,0.169,0.169,False,11,1.8,0.35,0.517,0.25,0.543
254134900545,legit,normal,1,T0_ALLOW,,4260.0,0.06,1,2.78,0.083,0.236,0.236,False,11,1.9,0.07,0.014,0.32,0.582
254726817003,legit,new_recipient,18,T0_ALLOW,,60.0,0.04,2,2.29,0.077,0.147,0.147,True,12,2.3,0.36,1.0,0.9,0.558
254171080750,legit,normal,7,T0_ALLOW,,240.0,0.02,2,0.89,0.077,0,0,False,12,0.4,0.3,0.0,0.38,0.564
254057960347,legit,normal,1,T0_ALLOW,,3360.0,0.07,1,4.67,0.111,0.089,0.089,False,8,0.6,0.06,0.018,0.27,0.579
254177803335,legit,new_recipient,23,T1_OBSERVE,,60.0,0.05,1,0.89,0.077,0.119,0.119,True,12,2.2,0.44,1.0,0.3,0.585
254717259256,legit,power_user,7,T0_ALLOW,,194.0,0.07,1,6.78,0.5,0.72,0.72,False,1,2.3,0.08,0.309,0.25,0.979
254138844868,legit,normal,3,T0_ALLOW,,1020.0,0.09,1,16.96,0.091,0.102,0.102,False,10,1.9,0.42,0.059,0.9,0.573
254139895285,legit,emergency_drain,94,T4_FREEZE,BETA,59.0,0.07,2,1.55,1.0,0.914,0.914,True,0,2.2,0.06,1.017,0.9,0.549
254050957674,legit,rural_shared,4,T0_ALLOW,,1980.0,0.08,4,66.96,0.333,0.422,0.422,False,2,2.8,0.4,0.03,0.9,0.486
254164242251,legit,normal,1,T0_ALLOW,,3420.0,0.08,1,40.64,0.125,0.022,0.022,False,7,0.9,0.44,0.018,0.3,0.576
254773851330,legit,normal,3,T0_ALLOW,,2220.0,0.07,1,55.27,0.091,0.291,0.291,True,10,0.9,0.4,0.027,0.27,0.579
254743964994,legit,rural_shared,3,T0_ALLOW,,1680.0,0.06,5,106.64,0.167,0.205,0.205,False,5,2.1,0.22,0.036,0.9,0.462
254176395978,fraud,urgent_mobile_money,34,T1_OBSERVE,,19.0,0.05,2,1.36,1.0,0.101,0.101,False,0,2.3,0.25,3.158,0.4,0.555
254713754682,legit,normal,7,T0_ALLOW,,360.0,0.05,1,0.56,0.111,0.205,0.205,False,8,1.8,0.25,0.167,0.38,0.585
254057509151,legit,urgent_mobile_money,11,T0_ALLOW,,36.0,0.05,1,11.67,0.333,0.262,0.262,False,2,1.1,0.06,1.667,0.7,0.585
254143215355,legit,power_user,14,T0_ALLOW,,21.0,0.04,1,0.67,0.05,0.218,0.218,False,19,1.1,0.3,2.857,0.4,0.988
254753490567,fraud,urgent_mobile_money,22,T1_OBSERVE,,40.0,0.09,1,94.64,0.333,0.173,0.173,True,2,2.6,0.23,1.5,0.9,0.573
254152579451,legit,normal,2,T0_ALLOW,,3120.0,0.06,2,16.22,0.083,0.258,0.258,False,11,689.4,0.08,0.019,0.9,0.552
254045684387,legit,new_recipient,5,T0_ALLOW,,1020.0,0.05,2,9.35,0.125,0.26,0.26,True,7,1.2,0.04,0.059,0.9,0.955
254144356890,legit,normal,2,T0_ALLOW,,1560.0,0.06,1,1.04,0.071,0,0,False,13,1.0,0.27,0.0,0.4,0.982
254152651122,legit,power_user,17,T0_ALLOW,,20.0,0.01,2,0.22,0.077,0.153,0.153,False,12,2.0,0.28,3.0,0.27,0.567
254098867498,legit,normal,6,T0_ALLOW,,1260.0,0.0,2,0.89,0.125,0.087,0.087,False,7,1.6,0.08,0.048,0.9,0.57
254725514454,legit,normal,0,T0_ALLOW,,1680.0,0.01,1,40.82,0.062,0.058,0.058,False,15,1.6,0.19,0.036,0.17,0.997
254758248641,legit,normal,1,T0_ALLOW,,2940.0,0.16,2,18.82,0.091,0.097,0.097,False,10,1.7,0.11,0.02,0.9,0.522
254086612490,legit,new_recipient,5,T0_ALLOW,,960.0,0.01,1,65.71,0.25,0.114,0.114,True,3,1.9,0.29,0.062,0.27,0.597
254732877914,legit,power_user,8,T0_ALLOW,,149.0,0.09,2,0.67,0.167,0.203,0.203,False,5,0.8,0.07,0.403,0.27,0.943
254074959195,legit,normal,0,T0_ALLOW,,3600.0,0.1,1,29.36,0.083,0.074,0.074,False,11,0.4,0.1,0.017,0.25,0.57
254153565059,legit,emergency_drain,68,T3_STEP_UP,EPSILON,49.0,0.05,1,43.43,0.333,0.665,0.665,True,2,142.0,0.44,1.224,0.25,0.585
254117459041,legit,normal,2,T0_ALLOW,,1560.0,0.02,1,34.41,0.125,0.25,0.25,True,7,1.2,0.4,0.038,0.2,0.994
254713405868,legit,normal,0,T0_ALLOW,,2340.0,0.09,2,62.86,0.062,0.153,0.153,False,15,1.5,0.21,0.026,0.35,0.543
254090559810,fraud,social_engineering_pretext,30,T1_OBSERVE,,31.0,0.0,1,26.41,0.286,0.625,0.625,True,5,1.8,0.12,1.935,0.9,0.6
254139811495,legit,new_recipient,44,T2_FRICTION,,8.0,0.07,2,0.22,0.5,0.688,0.688,True,1,1.6,0.54,7.5,0.27,0.949
254181448921,legit,rural_shared,5,T0_ALLOW,,2520.0,0.1,5,11.92,0.2,0.308,0.308,True,4,1.7,0.31,0.024,0.2,0.45
254044620054,fraud,normal,0,T0_ALLOW,,2400.0,0.05,1,31.36,0.111,0.29,0.29,False,8,1.9,0.15,0.025,0.9,0.985
254753862713,legit,new_recipient,6,T0_ALLOW,,420.0,0.03,2,54.24,0.083,0.242,0.242,True,11,2.3,0.05,0.143,0.32,0.961
254078843506,legit,emergency_drain,27,T1_OBSERVE,,51.0,0.06,2,0.22,0.333,0.784,0.784,False,2,1.5,0.08,1.176,0.9,0.552
254123618986,legit,emergency_drain,100,T4_FREEZE,BETA|DELTA,32.0,0.08,2,0.67,0.5,0.884,0.884,True,1,0.5,0.23,1.875,0.38,0.546
254725759056,legit,rural_shared,6,T0_ALLOW,,2880.0,0.07,4,5.1,0.2,0.379,0.379,True,4,1.7,0.52,0.021,0.9,0.489
254026241709,legit,power_user,8,T0_ALLOW,,160.0,0.07,1,1.1,0.056,0.177,0.177,False,17,1.5,0.25,0.375,0.35,0.979
254044938537,legit,rural_shared,1,T0_ALLOW,,1800.0,0.07,3,80.24,0.2,0.29,0.29,False,4,2.4,0.38,0.033,0.32,0.519
254158442060,legit,new_recipient,8,T0_ALLOW,,1380.0,0.1,1,198.24,0.125,0.307,0.307,True,7,1.3,0.43,0.043,0.9,0.57
254094835858,legit,normal,1,T0_ALLOW,,2460.0,0.09,1,4.22,0.2,0.165,0.165,False,4,1.6,0.27,0.024,0.7,0.573
254093160151,legit,power_user,12,T0_ALLOW,,67.0,0.03,1,13.27,0.167,0.189,0.189,True,5,0.5,0.31,0.896,0.27,0.591
254154419858,legit,urgent_mobile_money,34,T1_OBSERVE,,13.0,0.05,1,15.84,0.5,0.168,0.168,True,1,1.5,0.33,4.615,0.9,0.585
254755441452,legit,new_recipient,10,T0_ALLOW,,540.0,0.03,1,31.84,0.083,0.071,0.071,True,11,0.9,0.16,0.111,0.9,0.991
254732901332,legit,normal,4,T0_ALLOW,,1080.0,0.05,2,1.36,0.2,0.292,0.292,False,4,0.2,0.17,0.056,0.2,0.555
254066609687,legit,emergency_drain,52,T2_FRICTION,DELTA,83.0,0.07,1,15.36,0.5,0.685,0.685,True,1,3.0,0.09,0.723,0.9,0.579
254165334003,legit,normal,0,T0_ALLOW,,960.0,0.11,1,5.1,0.125,0.177,0.177,False,7,2.2,0.24,0.062,0.38,0.967
254086330769,legit,normal,20,T0_ALLOW,,17.0,0.1,1,12.49,0.077,0.084,0.084,True,12,1.2,0.15,3.529,0.17,0.97
254789708503,legit,normal,3,T0_ALLOW,,2940.0,0.1,2,0.89,0.077,0.145,0.145,False,12,69.0,0.22,0.02,0.32,0.54
254198359007,legit,new_recipient,12,T0_ALLOW,,60.0,0.02,1,229.84,0.2,0.308,0.308,True,4,1.4,0.38,1.0,0.7,0.594
254711681217,legit,new_recipient,8,T0_ALLOW,,660.0,0.05,2,15.55,0.167,0.338,0.338,True,5,0.6,0.13,0.091,0.32,0.955
254090787359,legit,rural_shared,0,T0_ALLOW,,1560.0,0.09,2,123.55,0.125,0.139,0.139,False,7,1.6,0.04,0.038,0.3,0.543
254768588329,fraud,slow_fraudster,85,T4_FREEZE,GAMMA|EPSILON,660.0,0.44,5,2.01,0.5,0.838,0.945,True,3,249.1,0.53,0.182,0.25,0.348
254718246377,legit,normal,2,T0_ALLOW,,3780.0,0.12,1,9.1,0.067,0.245,0.245,False,14,288.7,0.08,0.016,0.3,0.564
254075223535,legit,rural_shared,7,T0_ALLOW,,480.0,0.03,4,20.16,0.091,0.272,0.272,False,10,1.1,0.36,0.125,0.3,0.501
254145675704,legit,power_user,6,T0_ALLOW,,240.0,0.1,2,0.22,0.071,0.165,0.165,False,13,1.6,0.33,0.25,0.32,0.94
254112169296,legit,new_recipient,3,T0_ALLOW,,2040.0,0.08,1,8.67,0.091,0.086,0.086,True,10,2.3,0.34,0.029,0.25,0.576
254194362750,legit,urgent_mobile_money,26,T1_OBSERVE,,19.0,0.05,2,150.64,0.25,0.122,0.122,True,3,1.7,0.15,3.158,0.9,0.555
254763628420,legit,normal,0,T0_ALLOW,,3900.0,0.08,2,12.56,0.167,0.159,0.159,False,5,2.4,0.04,0.015,0.7,0.546
254020567245,legit,normal,0,T0_ALLOW,,2160.0,0.11,1,20.8,0.091,0.105,0.105,False,10,2.1,0.15,0.028,0.35,0.567
254712472833,legit,new_recipient,9,T0_ALLOW,,960.0,0.0,0,1.35,0.077,0.059,0.059,True,12,1.9,0.06,0.062,0.38,0.63
254196835228,fraud,slow_fraudster,85,T4_FREEZE,GAMMA|EPSILON,300.0,0.48,7,5.05,0.5,0.746,0.925,True,3,263.4,0.25,0.4,0.9,0.276
254111192989,legit,new_recipient,12,T0_ALLOW,,60.0,0.05,2,67.63,0.143,0.117,0.117,True,6,1.9,0.3,1.0,0.22,0.955
254196022644,legit,normal,0,T0_ALLOW,,3360.0,0.08,1,112.24,0.111,0.095,0.095,False,8,1.2,0.05,0.018,0.25,0.976
254110869924,legit,normal,4,T0_ALLOW,,960.0,0.01,1,3.43,0.071,0.217,0.217,False,13,2.5,0.16,0.062,0.9,0.597
254748059007,legit,new_recipient,5,T0_ALLOW,,2460.0,0.34,1,2.24,0.083,0.235,0.235,True,11,1.6,0.04,0.024,0.38,0.498
254072835228,legit,new_recipient,5,T0_ALLOW,,1200.0,0.09,1,33.1,0.125,0.149,0.149,True,7,2.6,0.21,0.05,0.9,0.973
254118399519,legit,power_user,25,T1_OBSERVE,,11.0,0.06,2,6.8,0.1,0.72,0.72,False,9,0.5,0.25,5.455,0.9,0.552
254118703738,legit,normal,2,T0_ALLOW,,2280.0,0.03,2,2.89,0.071,0.157,0.157,False,13,2.1,0.44,0.026,0.17,0.561
254777033265,legit,normal,2,T0_ALLOW,,3000.0,0.03,2,3.1,0.077,0.076,0.076,False,12,0.8,0.28,0.02,0.9,0.561
254136350521,legit,normal,0,T0_ALLOW,,1860.0,0.01,2,31.1,0.062,0.277,0.277,False,15,1.9,0.25,0.032,0.25,0.967
254078512565,legit,power_user,10,T0_ALLOW,,123.0,0.06,2,16.24,0.1,0.122,0.122,False,9,1.8,0.42,0.488,0.9,0.552
254148256871,legit,power_user,12,T0_ALLOW,,166.0,0.02,1,1.56,0.1,0.142,0.142,False,9,2.2,0.45,0.361,0.2,0.594
254081073922,fraud,new_recipient,3,T0_ALLOW,,2640.0,0.12,1,61.84,0.083,0.349,0.349,True,11,1.6,0.41,0.023,0.32,0.964
254713819388,legit,rural_shared,5,T0_ALLOW,,1200.0,0.02,2,54.89,0.111,0.345,0.345,True,8,2.2,0.06,0.05,0.7,0.564
254144445853,legit,rural_shared,27,T1_OBSERVE,,3.0,0.1,2,11.56,0.125,0.863,0.863,False,7,1.5,0.44,10.0,0.7,0.54
254117618372,legit,normal,3,T0_ALLOW,,3060.0,0.07,1,90.12,0.167,0.175,0.175,True,5,1.1,0.4,0.02,0.9,0.979
254753012970,legit,normal,0,T0_ALLOW,,1620.0,0.0,2,75.35,0.111,0.012,0.012,False,8,2.0,0.12,0.037,0.9,0.97
254024805623,legit,new_recipient,5,T0_ALLOW,,960.0,0.0,0,13.76,0.1,0.262,0.262,True,9,2.2,0.04,0.062,0.35,0.63
254150524172,legit,new_recipient,1,T0_ALLOW,,2760.0,0.1,2,24.64,0.1,0,0,False,9,2.5,0.44,0.0,0.9,0.94
254060727592,legit,normal,0,T0_ALLOW,,4080.0,0.09,1,126.82,0.071,0.254,0.254,False,13,1.6,0.26,0.015,0.7,0.973
254749578048,legit,rural_shared,2,T0_ALLOW,,2760.0,0.03,3,9.36,0.125,0.209,0.209,False,7,506.1,0.1,0.022,0.32,0.531
254137540784,fraud,local_insider,32,T1_OBSERVE,,160.0,0.13,6,9.77,0.429,0.902,0.961,True,4,0.9,0.52,0.75,0.9,0.411
254774962588,legit,emergency_drain,25,T1_OBSERVE,,78.0,0.0,0,1.27,0.2,0.604,0.604,True,4,2.3,0.04,0.769,0.25,0.63
254053091031,legit,rural_shared,3,T0_ALLOW,,1020.0,0.12,3,81.35,0.125,0.14,0.14,False,7,2.0,0.43,0.059,0.35,0.504
254160117049,legit,rural_shared,4,T0_ALLOW,,840.0,0.05,3,17.56,0.2,0.1,0.1,False,4,1.4,0.12,0.071,0.9,0.525
254713170339,legit,urgent_mobile_money,17,T0_ALLOW,,12.0,0.03,1,10.78,0.25,0.324,0.324,False,3,2.6,0.06,5.0,0.3,0.591
254147915572,fraud,classic_fast,100,T4_FREEZE,ALPHA|BETA|GAMMA|DELTA|EPSILON|ZETA,9.0,0.76,8,1.31,1.0,0.866,0.972,True,0,294.3,0.59,13.333,0.22,0.162
254184344610,legit,rural_shared,7,T0_ALLOW,,720.0,0.01,5,62.12,0.125,0.344,0.344,False,7,1.9,0.42,0.083,0.9,0.477
254046025385,legit,normal,0,T0_ALLOW,,3480.0,0.09,2,8.24,0.111,0.235,0.235,False,8,2.9,0.36,0.017,0.25,0.543
254160322649,legit,new_recipient,4,T0_ALLOW,,2340.0,0.07,2,8.22,0.143,0.13,0.13,True,6,1.6,0.35,0.026,0.9,0.549
254055702878,legit,normal,0,T0_ALLOW,,1080.0,0.04,2,16.86,0.143,0.091,0.091,False,6,2.0,0.21,0.056,0.22,0.958
254149122461,legit,normal,10,T0_ALLOW,,660.0,0.07,1,178.53,0.125,0.143,0.143,True,7,1.1,0.3,0.091,0.9,0.579
254130054081,legit,power_user,4,T0_ALLOW,,139.0,0.0,1,5.84,0.1,0.247,0.247,False,9,1.2,0.25,0.432,0.35,0.6
254151821658,legit,normal,1,T0_ALLOW,,240.0,0.08,2,54.64,0.067,0.152,0.152,False,14,2.6,0.33,0.25,0.3,0.546
254122476564,legit,normal,1,T0_ALLOW,,1380.0,0.04,1,19.14,0.111,0.199,0.199,False,8,1.4,0.28,0.043,0.7,0.588
254043406390,legit,new_recipient,5,T0_ALLOW,,2820.0,0.03,1,1.04,0.083,0.1,0.1,True,11,1.5,0.06,0.021,0.4,0.591
254114158916,legit,urgent_mobile_money,13,T0_ALLOW,,30.0,0.11,2,18.53,0.25,0.243,0.243,False,3,0.7,0.53,2.0,0.38,0.537
254182631780,legit,normal,1,T0_ALLOW,,3840.0,0.11,2,6.89,0.1,0,0,False,9,1.0,0.25,0.0,0.9,0.537
254164705350,legit,power_user,4,T0_ALLOW,,109.0,0.05,2,18.64,0.111,0.238,0.238,False,8,1.2,0.06,0.55,0.22,0.555
254122601695,legit,normal,1,T0_ALLOW,,1980.0,0.07,2,24.24,0.25,0.721,0.721,False,3,2.7,0.23,0.03,0.27,0.949
254048867459,legit,power_user,1,T0_ALLOW,,92.0,0.04,1,11.1,0.111,0.104,0.104,False,8,1.1,0.08,0.652,0.2,0.988
254053628025,legit,rural_shared,2,T0_ALLOW,,2280.0,0.11,3,9.63,0.2,0,0,False,4,1.7,0.18,0.0,0.9,0.507
254792385949,legit,normal,0,T0_ALLOW,,2040.0,0.07,2,8.24,0.111,0.066,0.066,False,8,1.4,0.35,0.029,0.3,0.949
254079520061,legit,new_recipient,3,T0_ALLOW,,1860.0,0.23,1,41.96,0.167,0.239,0.239,True,5,2.4,0.17,0.032,0.9,0.931
254111999564,fraud,rural_shared,15,T0_ALLOW,,360.0,0.05,5,16.89,0.091,0.166,0.166,True,10,2.6,0.39,0.167,0.9,0.465
254177457146,legit,emergency_drain,21,T1_OBSERVE,,83.0,0.12,1,47.35,0.25,0.708,0.708,True,3,2.1,0.08,0.723,0.9,0.564
254146302189,legit,normal,4,T0_ALLOW,,3300.0,0.1,2,2.24,0.167,0.114,0.114,True,5,137.8,0.4,0.018,0.25,0.94
254176337287,legit,normal,5,T0_ALLOW,,180.0,0.01,1,86.24,0.111,0,0,False,8,426.3,0.03,0.0,0.32,0.997
254172201659,legit,normal,0,T0_ALLOW,,1440.0,0.08,1,16.56,0.067,0.289,0.289,False,14,1.6,0.22,0.042,0.9,0.976
254787295862,legit,rural_shared,4,T0_ALLOW,,1980.0,0.02,3,58.8,0.1,0.155,0.155,True,9,1.7,0.44,0.03,0.17,0.534
254726360366,legit,normal,2,T0_ALLOW,,4200.0,0.03,1,2.98,0.2,0.044,0.044,False,4,1.9,0.39,0.014,0.9,0.591
254134070229,legit,normal,1,T0_ALLOW,,900.0,0.1,1,2.0,0.067,0.161,0.161,False,14,1.9,0.29,0.067,0.35,0.97
254097156248,legit,normal,0,T0_ALLOW,,4020.0,0.1,1,11.67,0.2,0.144,0.144,False,4,1.6,0.3,0.015,0.25,0.57
254132304659,legit,power_user,8,T0_ALLOW,,110.0,0.03,2,12.98,0.048,0.104,0.104,False,20,1.8,0.5,0.545,0.9,0.561
254771221704,legit,urgent_mobile_money,20,T0_ALLOW,,22.0,0.1,1,2.0,0.333,0.421,0.421,False,2,0.4,0.25,2.727,0.9,0.57
254016111087,legit,emergency_drain,21,T1_OBSERVE,,23.0,0.06,1,49.63,0.2,0.704,0.704,False,4,1.7,0.41,2.609,0.9,0.582
254782927345,legit,rural_shared,4,T0_ALLOW,,840.0,0.01,4,48.41,0.333,0.329,0.329,False,2,1.7,0.34,0.071,0.2,0.507
254112674352,legit,new_recipient,15,T0_ALLOW,,660.0,0.04,1,1.36,0.25,0.132,0.132,True,3,0.6,0.33,0.091,0.38,0.588
254712893684,legit,social_engineering_pretext,27,T1_OBSERVE,,26.0,0.0,1,8.93,0.25,0.83,0.83,True,6,1.0,0.12,2.308,0.3,0.6
254134571974,legit,urgent_mobile_money,11,T0_ALLOW,,20.0,0.1,1,45.63,0.5,0.095,0.095,False,1,1.1,0.39,3.0,0.2,0.57
254010276357,legit,urgent_mobile_money,19,T0_ALLOW,,26.0,0.08,2,4.41,0.5,0.154,0.154,False,1,1.7,0.43,2.308,0.35,0.546
254778926989,legit,normal,1,T0_ALLOW,,2460.0,0.05,1,4.22,0.083,0.289,0.289,False,11,1.3,0.18,0.024,0.27,0.985
254725482018,legit,power_user,6,T0_ALLOW,,202.0,0.0,1,4.24,0.167,0.139,0.139,False,5,1.8,0.15,0.297,0.4,1.0
254085484617,legit,emergency_drain,45,T2_FRICTION,DELTA,75.0,0.0,1,4.22,0.5,0.793,0.793,False,1,2.8,0.03,0.8,0.25,0.6
254762671794,legit,normal,3,T0_ALLOW,,2760.0,0.1,1,5.04,0.1,0.128,0.128,True,9,1.9,0.31,0.022,0.7,0.57
254798998922,legit,normal,0,T0_ALLOW,,4200.0,0.02,1,40.69,0.167,0.269,0.269,False,5,2.9,0.14,0.014,0.32,0.594
